# run: n=3, Nk=30, M-point grid (include_M=True), nv=nc=2, raw BSE, state=0
# TB: hoppings x0.70, eps_Bp=1.508, eps0(BSE)=2.80 ; Eg=2.1783 eV, Eb=183.0 meV
# model: W(k) = 2*pi*a0^2 / (1 + a0^2 k^2/4)^3 / (Nk^2 a^2)   [normalized, sum_k W=1]
# --- fit results ---
# a0_linear = 32.7038 A   a_BZ=a0/2 = 16.3519 A   r=sqrt(3/2)a_BZ = 20.0269 A
# a0_log    = 41.3537 A   a_BZ=a0/2 = 20.6768 A   r=sqrt(3/2)a_BZ = 25.3239 A
# a0_peak   = 32.5760 A  (from peak height W(M)=0.18666)
# a_BZ_moment = 17.6177 A   (direct second moment; r_Eq29=sqrt(3/2)a_BZ=21.5772 A)
# hydrogenicity invariant R = 0.8547  (=1 if true 2D 1s)
# --- columns ---
# abs_dk[1/A]    W_k(BSE)      W_fit_linear   W_fit_log
    0.371683   1.104877e-06   3.445085e-06   1.388247e-06
    0.371683   3.275375e-06   3.445085e-06   1.388247e-06
    0.371683   3.276075e-06   3.445085e-06   1.388247e-06
    0.371683   1.099868e-06   3.445085e-06   1.388247e-06
    0.371683   1.105908e-06   3.445085e-06   1.388247e-06
    0.371683   1.100848e-06   3.445085e-06   1.388247e-06
    0.371683   3.260667e-06   3.445085e-06   1.388247e-06
    0.371683   3.261328e-06   3.445085e-06   1.388247e-06
    0.371683   1.100848e-06   3.445085e-06   1.388247e-06
    0.371683   3.260667e-06   3.445085e-06   1.388247e-06
    0.371683   3.261328e-06   3.445085e-06   1.388247e-06
    0.371683   1.105908e-06   3.445085e-06   1.388247e-06
    0.376117   6.097902e-07   3.214439e-06   1.294420e-06
    0.376117   6.080289e-07   3.214439e-06   1.294420e-06
    0.376117   6.080289e-07   3.214439e-06   1.294420e-06
    0.376117   6.063194e-07   3.214439e-06   1.294420e-06
    0.379044   2.094510e-06   3.072002e-06   1.236520e-06
    0.379044   2.093710e-06   3.072002e-06   1.236520e-06
    0.379044   2.093710e-06   3.072002e-06   1.236520e-06
    0.379044   6.217840e-07   3.072002e-06   1.236520e-06
    0.379044   6.193836e-07   3.072002e-06   1.236520e-06
    0.379044   6.193836e-07   3.072002e-06   1.236520e-06
    0.379044   2.094510e-06   3.072002e-06   1.236520e-06
    0.379044   6.217840e-07   3.072002e-06   1.236520e-06
    0.379044   6.206258e-07   3.072002e-06   1.236520e-06
    0.379044   2.082915e-06   3.072002e-06   1.236520e-06
    0.379044   6.206258e-07   3.072002e-06   1.236520e-06
    0.379044   2.082915e-06   3.072002e-06   1.236520e-06
    0.379044   2.083669e-06   3.072002e-06   1.236520e-06
    0.379044   6.230768e-07   3.072002e-06   1.236520e-06
    0.379044   6.230768e-07   3.072002e-06   1.236520e-06
    0.379044   2.083669e-06   3.072002e-06   1.236520e-06
    0.387693   6.677739e-07   2.692117e-06   1.082270e-06
    0.387693   6.677739e-07   2.692117e-06   1.082270e-06
    0.387693   6.642906e-07   2.692117e-06   1.082270e-06
    0.387693   6.642906e-07   2.692117e-06   1.082270e-06
    0.387693   6.687485e-07   2.692117e-06   1.082270e-06
    0.387693   6.652176e-07   2.692117e-06   1.082270e-06
    0.387693   6.652176e-07   2.692117e-06   1.082270e-06
    0.387693   6.687485e-07   2.692117e-06   1.082270e-06
    0.389115   1.263950e-06   2.634995e-06   1.059099e-06
    0.389115   1.263154e-06   2.634995e-06   1.059099e-06
    0.389115   1.263950e-06   2.634995e-06   1.059099e-06
    0.389115   1.263154e-06   2.634995e-06   1.059099e-06
    0.389115   1.256275e-06   2.634995e-06   1.059099e-06
    0.389115   1.256275e-06   2.634995e-06   1.059099e-06
    0.389115   1.255525e-06   2.634995e-06   1.059099e-06
    0.389115   1.255525e-06   2.634995e-06   1.059099e-06
    0.398932   3.449847e-06   2.277098e-06   9.140597e-07
    0.398932   3.449847e-06   2.277098e-06   9.140597e-07
    0.398932   3.428101e-06   2.277098e-06   9.140597e-07
    0.398932   3.428101e-06   2.277098e-06   9.140597e-07
    0.400315   4.021865e-07   2.231369e-06   8.955466e-07
    0.400315   4.021865e-07   2.231369e-06   8.955466e-07
    0.400315   3.080585e-06   2.231369e-06   8.955466e-07
    0.400315   4.004401e-07   2.231369e-06   8.955466e-07
    0.400315   3.080898e-06   2.231369e-06   8.955466e-07
    0.400315   4.004401e-07   2.231369e-06   8.955466e-07
    0.400315   3.080898e-06   2.231369e-06   8.955466e-07
    0.400315   3.080585e-06   2.231369e-06   8.955466e-07
    0.400315   3.060475e-06   2.231369e-06   8.955466e-07
    0.400315   3.060769e-06   2.231369e-06   8.955466e-07
    0.400315   3.060769e-06   2.231369e-06   8.955466e-07
    0.400315   3.060475e-06   2.231369e-06   8.955466e-07
    0.400315   3.992233e-07   2.231369e-06   8.955466e-07
    0.400315   4.009235e-07   2.231369e-06   8.955466e-07
    0.400315   4.009235e-07   2.231369e-06   8.955466e-07
    0.400315   3.992233e-07   2.231369e-06   8.955466e-07
    0.401693   7.510634e-07   2.186857e-06   8.775301e-07
    0.401693   7.563882e-07   2.186857e-06   8.775301e-07
    0.401693   7.510634e-07   2.186857e-06   8.775301e-07
    0.401693   7.563882e-07   2.186857e-06   8.775301e-07
    0.401693   7.571463e-07   2.186857e-06   8.775301e-07
    0.401693   7.571463e-07   2.186857e-06   8.775301e-07
    0.401693   7.517776e-07   2.186857e-06   8.775301e-07
    0.401693   7.517776e-07   2.186857e-06   8.775301e-07
    0.404435   2.263873e-06   2.101323e-06   8.429213e-07
    0.404435   2.263352e-06   2.101323e-06   8.429213e-07
    0.404435   2.263873e-06   2.101323e-06   8.429213e-07
    0.404435   2.263352e-06   2.101323e-06   8.429213e-07
    0.404435   2.247539e-06   2.101323e-06   8.429213e-07
    0.404435   2.247539e-06   2.101323e-06   8.429213e-07
    0.404435   2.247051e-06   2.101323e-06   8.429213e-07
    0.404435   2.247051e-06   2.101323e-06   8.429213e-07
    0.405799   4.196975e-07   2.060224e-06   8.262979e-07
    0.405799   4.172461e-07   2.060224e-06   8.262979e-07
    0.405799   4.196975e-07   2.060224e-06   8.262979e-07
    0.405799   4.172461e-07   2.060224e-06   8.262979e-07
    0.405799   4.206360e-07   2.060224e-06   8.262979e-07
    0.405799   4.181403e-07   2.060224e-06   8.262979e-07
    0.405799   4.181403e-07   2.060224e-06   8.262979e-07
    0.405799   4.206360e-07   2.060224e-06   8.262979e-07
    0.411210   1.466946e-06   1.906144e-06   7.640087e-07
    0.411210   1.466346e-06   1.906144e-06   7.640087e-07
    0.411210   1.466346e-06   1.906144e-06   7.640087e-07
    0.411210   1.466946e-06   1.906144e-06   7.640087e-07
    0.411210   1.454189e-06   1.906144e-06   7.640087e-07
    0.411210   1.454750e-06   1.906144e-06   7.640087e-07
    0.411210   1.454750e-06   1.906144e-06   7.640087e-07
    0.411210   1.454189e-06   1.906144e-06   7.640087e-07
    0.416551   4.642268e-07   1.767053e-06   7.078262e-07
    0.416551   4.642268e-07   1.767053e-06   7.078262e-07
    0.416551   4.635054e-07   1.767053e-06   7.078262e-07
    0.416551   4.635054e-07   1.767053e-06   7.078262e-07
    0.416551   4.597848e-07   1.767053e-06   7.078262e-07
    0.416551   4.597848e-07   1.767053e-06   7.078262e-07
    0.416551   4.604647e-07   1.767053e-06   7.078262e-07
    0.416551   4.604647e-07   1.767053e-06   7.078262e-07
    0.420512   8.968194e-07   1.671491e-06   6.692534e-07
    0.420512   8.962187e-07   1.671491e-06   6.692534e-07
    0.420512   8.968194e-07   1.671491e-06   6.692534e-07
    0.420512   8.962187e-07   1.671491e-06   6.692534e-07
    0.420512   8.880984e-07   1.671491e-06   6.692534e-07
    0.420512   8.880984e-07   1.671491e-06   6.692534e-07
    0.420512   8.875373e-07   1.671491e-06   6.692534e-07
    0.420512   8.875373e-07   1.671491e-06   6.692534e-07
    0.423132   2.683809e-07   1.611581e-06   6.450829e-07
    0.423132   2.683809e-07   1.611581e-06   6.450829e-07
    0.423132   2.671582e-07   1.611581e-06   6.450829e-07
    0.423132   2.696462e-07   1.611581e-06   6.450829e-07
    0.425736   2.737118e-07   1.554500e-06   6.220624e-07
    0.425736   2.755020e-07   1.554500e-06   6.220624e-07
    0.425736   2.737118e-07   1.554500e-06   6.220624e-07
    0.425736   2.755020e-07   1.554500e-06   6.220624e-07
    0.425736   2.745770e-07   1.554500e-06   6.220624e-07
    0.425736   2.728285e-07   1.554500e-06   6.220624e-07
    0.425736   2.745770e-07   1.554500e-06   6.220624e-07
    0.425736   2.728285e-07   1.554500e-06   6.220624e-07
    0.432177   5.426779e-07   1.423121e-06   5.691104e-07
    0.432177   2.499086e-06   1.423121e-06   5.691104e-07
    0.432177   2.499086e-06   1.423121e-06   5.691104e-07
    0.432177   5.426779e-07   1.423121e-06   5.691104e-07
    0.432177   2.525655e-06   1.423121e-06   5.691104e-07
    0.432177   5.432527e-07   1.423121e-06   5.691104e-07
    0.432177   5.365997e-07   1.423121e-06   5.691104e-07
    0.432177   5.365997e-07   1.423121e-06   5.691104e-07
    0.432177   5.432527e-07   1.423121e-06   5.691104e-07
    0.432177   2.525655e-06   1.423121e-06   5.691104e-07
    0.432177   5.371359e-07   1.423121e-06   5.691104e-07
    0.432177   5.371359e-07   1.423121e-06   5.691104e-07
    0.433454   2.236807e-06   1.398639e-06   5.592483e-07
    0.433454   2.947459e-07   1.398639e-06   5.592483e-07
    0.433454   2.947459e-07   1.398639e-06   5.592483e-07
    0.433454   2.236807e-06   1.398639e-06   5.592483e-07
    0.433454   2.236581e-06   1.398639e-06   5.592483e-07
    0.433454   2.236581e-06   1.398639e-06   5.592483e-07
    0.433454   2.921232e-07   1.398639e-06   5.592483e-07
    0.433454   2.927823e-07   1.398639e-06   5.592483e-07
    0.433454   2.261291e-06   1.398639e-06   5.592483e-07
    0.433454   2.261534e-06   1.398639e-06   5.592483e-07
    0.433454   2.927823e-07   1.398639e-06   5.592483e-07
    0.433454   2.954446e-07   1.398639e-06   5.592483e-07
    0.433454   2.261534e-06   1.398639e-06   5.592483e-07
    0.433454   2.954446e-07   1.398639e-06   5.592483e-07
    0.433454   2.921232e-07   1.398639e-06   5.592483e-07
    0.433454   2.261291e-06   1.398639e-06   5.592483e-07
    0.437261   1.652042e-06   1.328480e-06   5.309957e-07
    0.437261   1.652419e-06   1.328480e-06   5.309957e-07
    0.437261   1.652042e-06   1.328480e-06   5.309957e-07
    0.437261   1.652419e-06   1.328480e-06   5.309957e-07
    0.437261   1.672323e-06   1.328480e-06   5.309957e-07
    0.437261   1.672728e-06   1.328480e-06   5.309957e-07
    0.437261   1.672728e-06   1.328480e-06   5.309957e-07
    0.437261   1.672323e-06   1.328480e-06   5.309957e-07
    0.443535   1.076572e-06   1.221619e-06   4.879909e-07
    0.443535   1.076572e-06   1.221619e-06   4.879909e-07
    0.443535   1.077006e-06   1.221619e-06   4.879909e-07
    0.443535   1.077006e-06   1.221619e-06   4.879909e-07
    0.443535   1.092332e-06   1.221619e-06   4.879909e-07
    0.443535   1.091864e-06   1.221619e-06   4.879909e-07
    0.443535   1.091864e-06   1.221619e-06   4.879909e-07
    0.443535   1.092332e-06   1.221619e-06   4.879909e-07
    0.446020   3.355701e-07   1.182084e-06   4.720894e-07
    0.446020   3.355701e-07   1.182084e-06   4.720894e-07
    0.446020   3.361187e-07   1.182084e-06   4.720894e-07
    0.446020   3.313335e-07   1.182084e-06   4.720894e-07
    0.446020   3.361187e-07   1.182084e-06   4.720894e-07
    0.446020   3.313335e-07   1.182084e-06   4.720894e-07
    0.446020   3.318450e-07   1.182084e-06   4.720894e-07
    0.446020   3.318450e-07   1.182084e-06   4.720894e-07
    0.447257   1.871026e-07   1.162955e-06   4.643973e-07
    0.447257   1.871026e-07   1.162955e-06   4.643973e-07
    0.447257   1.861693e-07   1.162955e-06   4.643973e-07
    0.447257   1.857982e-07   1.162955e-06   4.643973e-07
    0.447257   1.857982e-07   1.162955e-06   4.643973e-07
    0.447257   1.849048e-07   1.162955e-06   4.643973e-07
    0.447257   1.849048e-07   1.162955e-06   4.643973e-07
    0.447257   1.861693e-07   1.162955e-06   4.643973e-07
    0.452172   6.610369e-07   1.090437e-06   4.352471e-07
    0.452172   1.955443e-07   1.090437e-06   4.352471e-07
    0.452172   6.614706e-07   1.090437e-06   4.352471e-07
    0.452172   6.610369e-07   1.090437e-06   4.352471e-07
    0.452172   6.614706e-07   1.090437e-06   4.352471e-07
    0.452172   1.955443e-07   1.090437e-06   4.352471e-07
    0.452172   6.724631e-07   1.090437e-06   4.352471e-07
    0.452172   1.936336e-07   1.090437e-06   4.352471e-07
    0.452172   6.719935e-07   1.090437e-06   4.352471e-07
    0.452172   6.719935e-07   1.090437e-06   4.352471e-07
    0.452172   1.948521e-07   1.090437e-06   4.352471e-07
    0.452172   1.936336e-07   1.090437e-06   4.352471e-07
    0.452172   6.724631e-07   1.090437e-06   4.352471e-07
    0.452172   1.948521e-07   1.090437e-06   4.352471e-07
    0.452172   1.929798e-07   1.090437e-06   4.352471e-07
    0.452172   1.929798e-07   1.090437e-06   4.352471e-07
    0.461846   2.149951e-07   9.625300e-07   3.838753e-07
    0.461846   2.149951e-07   9.625300e-07   3.838753e-07
    0.461846   2.120235e-07   9.625300e-07   3.838753e-07
    0.461846   2.155278e-07   9.625300e-07   3.838753e-07
    0.461846   2.120235e-07   9.625300e-07   3.838753e-07
    0.461846   2.155278e-07   9.625300e-07   3.838753e-07
    0.461846   2.125201e-07   9.625300e-07   3.838753e-07
    0.461846   2.125201e-07   9.625300e-07   3.838753e-07
    0.463040   4.014464e-07   9.479747e-07   3.780330e-07
    0.463040   4.018605e-07   9.479747e-07   3.780330e-07
    0.463040   4.018605e-07   9.479747e-07   3.780330e-07
    0.463040   4.014464e-07   9.479747e-07   3.780330e-07
    0.463040   4.095291e-07   9.479747e-07   3.780330e-07
    0.463040   4.090796e-07   9.479747e-07   3.780330e-07
    0.463040   4.090796e-07   9.479747e-07   3.780330e-07
    0.463040   4.095291e-07   9.479747e-07   3.780330e-07
    0.465421   1.973676e-06   9.197328e-07   3.666994e-07
    0.465421   2.013188e-06   9.197328e-07   3.666994e-07
    0.465421   1.973676e-06   9.197328e-07   3.666994e-07
    0.465421   2.013188e-06   9.197328e-07   3.666994e-07
    0.466607   1.767398e-06   9.060318e-07   3.612022e-07
    0.466607   1.767398e-06   9.060318e-07   3.612022e-07
    0.466607   1.767215e-06   9.060318e-07   3.612022e-07
    0.466607   1.804319e-06   9.060318e-07   3.612022e-07
    0.466607   1.804120e-06   9.060318e-07   3.612022e-07
    0.466607   1.804120e-06   9.060318e-07   3.612022e-07
    0.466607   1.767215e-06   9.060318e-07   3.612022e-07
    0.466607   1.804319e-06   9.060318e-07   3.612022e-07
    0.470146   1.337185e-06   8.665272e-07   3.453558e-07
    0.470146   1.306309e-06   8.665272e-07   3.453558e-07
    0.470146   1.336854e-06   8.665272e-07   3.453558e-07
    0.470146   1.306309e-06   8.665272e-07   3.453558e-07
    0.470146   1.337185e-06   8.665272e-07   3.453558e-07
    0.470146   1.306613e-06   8.665272e-07   3.453558e-07
    0.470146   1.336854e-06   8.665272e-07   3.453558e-07
    0.470146   1.306613e-06   8.665272e-07   3.453558e-07
    0.470146   1.312159e-07   8.665272e-07   3.453558e-07
    0.470146   1.302495e-07   8.665272e-07   3.453558e-07
    0.470146   1.302495e-07   8.665272e-07   3.453558e-07
    0.470146   1.293217e-07   8.665272e-07   3.453558e-07
    0.472491   1.320102e-07   8.414586e-07   3.353032e-07
    0.472491   1.326739e-07   8.414586e-07   3.353032e-07
    0.472491   1.333658e-07   8.414586e-07   3.353032e-07
    0.472491   1.340673e-07   8.414586e-07   3.353032e-07
    0.472491   1.340673e-07   8.414586e-07   3.353032e-07
    0.472491   1.326739e-07   8.414586e-07   3.353032e-07
    0.472491   1.333658e-07   8.414586e-07   3.353032e-07
    0.472491   1.320102e-07   8.414586e-07   3.353032e-07
    0.475987   2.486463e-07   8.056371e-07   3.209431e-07
    0.475987   2.486463e-07   8.056371e-07   3.209431e-07
    0.475987   8.510467e-07   8.056371e-07   3.209431e-07
    0.475987   2.490406e-07   8.056371e-07   3.209431e-07
    0.475987   2.490406e-07   8.056371e-07   3.209431e-07
    0.475987   8.741685e-07   8.056371e-07   3.209431e-07
    0.475987   8.741685e-07   8.056371e-07   3.209431e-07
    0.475987   8.513949e-07   8.056371e-07   3.209431e-07
    0.475987   8.510467e-07   8.056371e-07   3.209431e-07
    0.475987   8.513949e-07   8.056371e-07   3.209431e-07
    0.475987   8.745502e-07   8.056371e-07   3.209431e-07
    0.475987   2.539106e-07   8.056371e-07   3.209431e-07
    0.475987   8.745502e-07   8.056371e-07   3.209431e-07
    0.475987   2.539106e-07   8.056371e-07   3.209431e-07
    0.475987   2.543394e-07   8.056371e-07   3.209431e-07
    0.475987   2.543394e-07   8.056371e-07   3.209431e-07
    0.479457   1.436167e-07   7.718204e-07   3.073913e-07
    0.479457   1.436167e-07   7.718204e-07   3.073913e-07
    0.479457   1.414697e-07   7.718204e-07   3.073913e-07
    0.479457   1.430878e-07   7.718204e-07   3.073913e-07
    0.479457   1.430878e-07   7.718204e-07   3.073913e-07
    0.479457   1.414697e-07   7.718204e-07   3.073913e-07
    0.479457   1.409766e-07   7.718204e-07   3.073913e-07
    0.479457   1.409766e-07   7.718204e-07   3.073913e-07
    0.484045   5.380785e-07   7.296125e-07   2.904836e-07
    0.484045   5.380785e-07   7.296125e-07   2.904836e-07
    0.484045   5.384605e-07   7.296125e-07   2.904836e-07
    0.484045   5.216079e-07   7.296125e-07   2.904836e-07
    0.484045   5.216079e-07   7.296125e-07   2.904836e-07
    0.484045   5.219544e-07   7.296125e-07   2.904836e-07
    0.484045   5.384605e-07   7.296125e-07   2.904836e-07
    0.484045   5.219544e-07   7.296125e-07   2.904836e-07
    0.490847   1.598743e-07   6.718833e-07   2.673710e-07
    0.490847   1.594925e-07   6.718833e-07   2.673710e-07
    0.490847   1.598743e-07   6.718833e-07   2.673710e-07
    0.490847   1.594925e-07   6.718833e-07   2.673710e-07
    0.490847   1.635557e-07   6.718833e-07   2.673710e-07
    0.490847   1.631398e-07   6.718833e-07   2.673710e-07
    0.490847   1.631398e-07   6.718833e-07   2.673710e-07
    0.490847   1.635557e-07   6.718833e-07   2.673710e-07
    0.494213   3.157942e-07   6.452929e-07   2.567302e-07
    0.494213   3.270952e-07   6.452929e-07   2.567302e-07
    0.494213   3.157942e-07   6.452929e-07   2.567302e-07
    0.494213   3.270952e-07   6.452929e-07   2.567302e-07
    0.494213   3.161227e-07   6.452929e-07   2.567302e-07
    0.494213   3.274592e-07   6.452929e-07   2.567302e-07
    0.494213   9.407660e-08   6.452929e-07   2.567302e-07
    0.494213   9.480499e-08   6.452929e-07   2.567302e-07
    0.494213   3.274592e-07   6.452929e-07   2.567302e-07
    0.494213   9.407660e-08   6.452929e-07   2.567302e-07
    0.494213   3.161227e-07   6.452929e-07   2.567302e-07
    0.494213   9.480499e-08   6.452929e-07   2.567302e-07
    0.494213   9.308093e-08   6.452929e-07   2.567302e-07
    0.494213   9.308093e-08   6.452929e-07   2.567302e-07
    0.494213   9.377148e-08   6.452929e-07   2.567302e-07
    0.494213   9.377148e-08   6.452929e-07   2.567302e-07
    0.498666   9.856526e-08   6.119776e-07   2.434030e-07
    0.498666   9.856526e-08   6.119776e-07   2.434030e-07
    0.498666   9.910221e-08   6.119776e-07   2.434030e-07
    0.498666   9.910221e-08   6.119776e-07   2.434030e-07
    0.498666   9.704137e-08   6.119776e-07   2.434030e-07
    0.498666   1.784842e-06   6.119776e-07   2.434030e-07
    0.498666   9.704137e-08   6.119776e-07   2.434030e-07
    0.498666   1.784842e-06   6.119776e-07   2.434030e-07
    0.498666   9.754206e-08   6.119776e-07   2.434030e-07
    0.498666   9.754206e-08   6.119776e-07   2.434030e-07
    0.499772   1.597924e-06   6.040087e-07   2.402160e-07
    0.499772   1.597751e-06   6.040087e-07   2.402160e-07
    0.499772   1.597751e-06   6.040087e-07   2.402160e-07
    0.499772   1.597924e-06   6.040087e-07   2.402160e-07
    0.503079   1.180157e-06   5.809167e-07   2.309825e-07
    0.503079   1.180157e-06   5.809167e-07   2.309825e-07
    0.503079   1.179869e-06   5.809167e-07   2.309825e-07
    0.503079   1.179869e-06   5.809167e-07   2.309825e-07
    0.506363   2.025220e-07   5.589870e-07   2.222163e-07
    0.506363   2.028674e-07   5.589870e-07   2.222163e-07
    0.506363   1.948864e-07   5.589870e-07   2.222163e-07
    0.506363   1.948864e-07   5.589870e-07   2.222163e-07
    0.506363   2.025220e-07   5.589870e-07   2.222163e-07
    0.506363   1.951972e-07   5.589870e-07   2.222163e-07
    0.506363   1.951972e-07   5.589870e-07   2.222163e-07
    0.506363   2.028674e-07   5.589870e-07   2.222163e-07
    0.507453   1.066929e-07   5.519228e-07   2.193929e-07
    0.507453   1.066929e-07   5.519228e-07   2.193929e-07
    0.507453   1.092917e-07   5.519228e-07   2.193929e-07
    0.507453   1.088792e-07   5.519228e-07   2.193929e-07
    0.507453   1.063147e-07   5.519228e-07   2.193929e-07
    0.507453   1.063147e-07   5.519228e-07   2.193929e-07
    0.507453   1.092917e-07   5.519228e-07   2.193929e-07
    0.507453   1.088792e-07   5.519228e-07   2.193929e-07
    0.508541   7.669165e-07   5.449771e-07   2.166172e-07
    0.508541   7.669165e-07   5.449771e-07   2.166172e-07
    0.508541   7.672447e-07   5.449771e-07   2.166172e-07
    0.508541   7.672447e-07   5.449771e-07   2.166172e-07
    0.516091   4.682024e-07   4.994755e-07   1.984397e-07
    0.516091   4.685277e-07   4.994755e-07   1.984397e-07
    0.516091   4.682024e-07   4.994755e-07   1.984397e-07
    0.516091   4.685277e-07   4.994755e-07   1.984397e-07
    0.517161   6.897813e-08   4.933939e-07   1.960111e-07
    0.517161   6.745670e-08   4.933939e-07   1.960111e-07
    0.517161   6.819812e-08   4.933939e-07   1.960111e-07
    0.517161   6.819812e-08   4.933939e-07   1.960111e-07
    0.519294   6.935762e-08   4.815238e-07   1.912713e-07
    0.519294   6.995524e-08   4.815238e-07   1.912713e-07
    0.519294   6.883702e-08   4.815238e-07   1.912713e-07
    0.519294   6.883702e-08   4.815238e-07   1.912713e-07
    0.519294   6.995524e-08   4.815238e-07   1.912713e-07
    0.519294   6.935762e-08   4.815238e-07   1.912713e-07
    0.519294   7.051339e-08   4.815238e-07   1.912713e-07
    0.519294   7.051339e-08   4.815238e-07   1.912713e-07
    0.520357   1.245935e-07   4.757313e-07   1.889586e-07
    0.520357   1.297761e-07   4.757313e-07   1.889586e-07
    0.520357   1.245935e-07   4.757313e-07   1.889586e-07
    0.520357   1.297761e-07   4.757313e-07   1.889586e-07
    0.520357   1.248925e-07   4.757313e-07   1.889586e-07
    0.520357   1.301095e-07   4.757313e-07   1.889586e-07
    0.520357   1.248925e-07   4.757313e-07   1.889586e-07
    0.520357   1.301095e-07   4.757313e-07   1.889586e-07
    0.525640   7.341283e-08   4.481207e-07   1.779378e-07
    0.525640   7.379569e-08   4.481207e-07   1.779378e-07
    0.525640   2.818992e-07   4.481207e-07   1.779378e-07
    0.525640   2.822060e-07   4.481207e-07   1.779378e-07
    0.525640   2.818992e-07   4.481207e-07   1.779378e-07
    0.525640   7.567041e-08   4.481207e-07   1.779378e-07
    0.525640   7.567041e-08   4.481207e-07   1.779378e-07
    0.525640   7.379569e-08   4.481207e-07   1.779378e-07
    0.525640   7.341283e-08   4.481207e-07   1.779378e-07
    0.525640   7.525215e-08   4.481207e-07   1.779378e-07
    0.525640   7.525215e-08   4.481207e-07   1.779378e-07
    0.525640   2.822060e-07   4.481207e-07   1.779378e-07
    0.536049   8.678050e-08   3.989922e-07   1.583393e-07
    0.536049   8.678050e-08   3.989922e-07   1.583393e-07
    0.536049   8.316034e-08   3.989922e-07   1.583393e-07
    0.536049   8.316034e-08   3.989922e-07   1.583393e-07
    0.536049   8.286605e-08   3.989922e-07   1.583393e-07
    0.536049   8.645148e-08   3.989922e-07   1.583393e-07
    0.536049   8.286605e-08   3.989922e-07   1.583393e-07
    0.536049   8.645148e-08   3.989922e-07   1.583393e-07
    0.537079   1.731052e-07   3.944818e-07   1.565408e-07
    0.537079   1.728168e-07   3.944818e-07   1.565408e-07
    0.537079   1.731052e-07   3.944818e-07   1.565408e-07
    0.537079   1.728168e-07   3.944818e-07   1.565408e-07
    0.541179   5.073312e-08   3.771053e-07   1.496132e-07
    0.541179   5.100775e-08   3.771053e-07   1.496132e-07
    0.541179   5.017490e-08   3.771053e-07   1.496132e-07
    0.541179   5.160590e-08   3.771053e-07   1.496132e-07
    0.541179   5.100775e-08   3.771053e-07   1.496132e-07
    0.541179   5.160590e-08   3.771053e-07   1.496132e-07
    0.541179   5.017490e-08   3.771053e-07   1.496132e-07
    0.541179   5.073312e-08   3.771053e-07   1.496132e-07
    0.545248   5.228168e-08   3.607346e-07   1.430883e-07
    0.545248   5.267818e-08   3.607346e-07   1.430883e-07
    0.545248   5.267818e-08   3.607346e-07   1.430883e-07
    0.545248   5.228168e-08   3.607346e-07   1.430883e-07
    0.545248   5.362877e-08   3.607346e-07   1.430883e-07
    0.545248   5.406295e-08   3.607346e-07   1.430883e-07
    0.545248   5.362877e-08   3.607346e-07   1.430883e-07
    0.545248   5.406295e-08   3.607346e-07   1.430883e-07
    0.550292   1.097323e-07   3.415767e-07   1.354549e-07
    0.550292   1.097323e-07   3.415767e-07   1.354549e-07
    0.550292   1.100079e-07   3.415767e-07   1.354549e-07
    0.550292   1.100079e-07   3.415767e-07   1.354549e-07
    0.553297   6.006639e-08   3.307294e-07   1.311340e-07
    0.553297   5.748270e-08   3.307294e-07   1.311340e-07
    0.553297   5.973442e-08   3.307294e-07   1.311340e-07
    0.553297   5.718682e-08   3.307294e-07   1.311340e-07
    0.553297   5.973442e-08   3.307294e-07   1.311340e-07
    0.553297   5.718682e-08   3.307294e-07   1.311340e-07
    0.553297   5.748270e-08   3.307294e-07   1.311340e-07
    0.553297   6.006639e-08   3.307294e-07   1.311340e-07
    0.564176   3.883024e-08   2.946697e-07   1.167763e-07
    0.564176   3.815994e-08   2.946697e-07   1.167763e-07
    0.564176   3.753321e-08   2.946697e-07   1.167763e-07
    0.564176   3.815994e-08   2.946697e-07   1.167763e-07
    0.565154   7.283118e-08   2.916565e-07   1.155770e-07
    0.565154   7.256174e-08   2.916565e-07   1.155770e-07
    0.565154   7.256174e-08   2.916565e-07   1.155770e-07
    0.565154   7.283118e-08   2.916565e-07   1.155770e-07
    0.566131   3.871312e-08   2.886843e-07   1.143941e-07
    0.566131   3.929511e-08   2.886843e-07   1.143941e-07
    0.566131   3.975988e-08   2.886843e-07   1.143941e-07
    0.566131   3.929511e-08   2.886843e-07   1.143941e-07
    0.566131   3.975988e-08   2.886843e-07   1.143941e-07
    0.566131   3.829004e-08   2.886843e-07   1.143941e-07
    0.566131   3.871312e-08   2.886843e-07   1.143941e-07
    0.566131   3.829004e-08   2.886843e-07   1.143941e-07
    0.571958   4.108287e-08   2.716732e-07   1.076252e-07
    0.571958   4.077891e-08   2.716732e-07   1.076252e-07
    0.571958   4.108287e-08   2.716732e-07   1.076252e-07
    0.571958   4.264114e-08   2.716732e-07   1.076252e-07
    0.571958   4.077891e-08   2.716732e-07   1.076252e-07
    0.571958   4.298396e-08   2.716732e-07   1.076252e-07
    0.571958   4.298396e-08   2.716732e-07   1.076252e-07
    0.571958   4.264114e-08   2.716732e-07   1.076252e-07
    0.581539   5.016748e-08   2.461722e-07   9.748257e-08
    0.581539   5.016748e-08   2.461722e-07   9.748257e-08
    0.581539   4.989828e-08   2.461722e-07   9.748257e-08
    0.581539   4.989828e-08   2.461722e-07   9.748257e-08
    0.588153   2.928126e-08   2.301913e-07   9.112938e-08
