# |k-kM|_invAngstrom    Wk_weight
6.111902e-01 2.230480e-08
6.351327e-01 1.770889e-08
6.821174e-01 1.272354e-08
6.582049e-01 1.481868e-08
6.351327e-01 1.812986e-08
6.129958e-01 2.306289e-08
5.918991e-01 3.031563e-08
5.719577e-01 4.108737e-08
5.532965e-01 5.743208e-08
5.360493e-01 8.300292e-08
5.203566e-01 1.245368e-07
5.063631e-01 1.944801e-07
4.942130e-01 3.147557e-07
4.840453e-01 5.194549e-07
4.759869e-01 8.470654e-07
4.701463e-01 1.299750e-06
4.666069e-01 1.757975e-06
4.654211e-01 1.963108e-06
4.666069e-01 1.757791e-06
4.701463e-01 1.299445e-06
4.759869e-01 8.467162e-07
4.840453e-01 5.191076e-07
4.942130e-01 3.144264e-07
5.063631e-01 1.941686e-07
5.203566e-01 1.242371e-07
5.360493e-01 8.270787e-08
5.532965e-01 5.713537e-08
5.719577e-01 4.078249e-08
5.918991e-01 2.999358e-08
6.129958e-01 2.270798e-08
6.351327e-01 1.770889e-08
6.582049e-01 1.423030e-08
