# energy_eV    eps2_arb    eps2_normalised
1.991660e+00 9.908418e+01 6.871219e-01
1.992911e+00 1.039997e+02 7.212096e-01
1.994162e+00 1.070855e+02 7.426089e-01
1.995413e+00 1.079759e+02 7.487834e-01
1.996664e+00 1.065599e+02 7.389640e-01
1.997915e+00 1.030146e+02 7.143783e-01
1.999166e+00 9.775266e+01 6.778881e-01
2.000417e+00 9.131161e+01 6.332212e-01
2.001668e+00 8.423532e+01 5.841490e-01
2.002919e+00 7.698814e+01 5.338918e-01
2.004170e+00 6.991554e+01 4.848453e-01
2.005421e+00 6.324267e+01 4.385707e-01
2.006672e+00 5.709410e+01 3.959321e-01
2.007923e+00 5.152043e+01 3.572802e-01
2.009174e+00 4.652314e+01 3.226253e-01
2.010425e+00 4.207427e+01 2.917736e-01
2.011676e+00 3.813038e+01 2.644238e-01
2.012927e+00 3.464167e+01 2.402306e-01
2.014178e+00 3.155763e+01 2.188436e-01
2.015430e+00 2.883017e+01 1.999294e-01
2.016681e+00 2.641520e+01 1.831822e-01
2.017932e+00 2.427324e+01 1.683283e-01
2.019183e+00 2.236948e+01 1.551263e-01
2.020434e+00 2.067352e+01 1.433653e-01
2.021685e+00 1.915898e+01 1.328623e-01
2.022936e+00 1.780304e+01 1.234592e-01
2.024187e+00 1.658601e+01 1.150194e-01
2.025438e+00 1.549090e+01 1.074252e-01
2.026689e+00 1.450307e+01 1.005748e-01
2.027940e+00 1.360984e+01 9.438057e-02
2.029191e+00 1.280029e+01 8.876653e-02
2.030442e+00 1.206492e+01 8.366693e-02
2.031693e+00 1.139550e+01 7.902469e-02
2.032944e+00 1.078487e+01 7.479013e-02
2.034195e+00 1.022678e+01 7.091995e-02
2.035446e+00 9.715783e+00 6.737631e-02
2.036697e+00 9.247090e+00 6.412605e-02
2.037948e+00 8.816508e+00 6.114009e-02
2.039199e+00 8.420346e+00 5.839281e-02
2.040450e+00 8.055347e+00 5.586164e-02
2.041701e+00 7.718636e+00 5.352664e-02
2.042952e+00 7.407665e+00 5.137014e-02
2.044204e+00 7.120177e+00 4.937649e-02
2.045455e+00 6.854165e+00 4.753177e-02
2.046706e+00 6.607843e+00 4.582359e-02
2.047957e+00 6.379619e+00 4.424092e-02
2.049208e+00 6.168075e+00 4.277392e-02
2.050459e+00 5.971943e+00 4.141380e-02
2.051710e+00 5.790091e+00 4.015270e-02
2.052961e+00 5.621506e+00 3.898362e-02
2.054212e+00 5.465285e+00 3.790027e-02
2.055463e+00 5.320621e+00 3.689706e-02
