# energy_eV    eps2_arb    eps2_normalised
2.223103e+00 1.121344e+01 7.776218e-02
2.224354e+00 1.069541e+01 7.416973e-02
2.225605e+00 1.022071e+01 7.087788e-02
2.226856e+00 9.795459e+00 6.792884e-02
2.228107e+00 9.423945e+00 6.535250e-02
2.229358e+00 9.108530e+00 6.316518e-02
2.230609e+00 8.849998e+00 6.137233e-02
2.231860e+00 8.648138e+00 5.997248e-02
2.233111e+00 8.502316e+00 5.896125e-02
2.234362e+00 8.411928e+00 5.833443e-02
2.235613e+00 8.376725e+00 5.809031e-02
2.236864e+00 8.397022e+00 5.823107e-02
2.238115e+00 8.473802e+00 5.876351e-02
2.239366e+00 8.608722e+00 5.969914e-02
2.240617e+00 8.804021e+00 6.105349e-02
2.241868e+00 9.062278e+00 6.284443e-02
2.243119e+00 9.385972e+00 6.508916e-02
2.244370e+00 9.776757e+00 6.779915e-02
2.245621e+00 1.023434e+01 7.097235e-02
2.246872e+00 1.075486e+01 7.458202e-02
2.248123e+00 1.132878e+01 7.856204e-02
2.249374e+00 1.193850e+01 8.279023e-02
2.250626e+00 1.255619e+01 8.707375e-02
2.251877e+00 1.314319e+01 9.114446e-02
2.253128e+00 1.365225e+01 9.467466e-02
2.254379e+00 1.403386e+01 9.732103e-02
2.255630e+00 1.424623e+01 9.879373e-02
2.256881e+00 1.426591e+01 9.893020e-02
2.258132e+00 1.409462e+01 9.774239e-02
2.259383e+00 1.375876e+01 9.541328e-02
2.260634e+00 1.330183e+01 9.224458e-02
2.261885e+00 1.277352e+01 8.858088e-02
2.263136e+00 1.221989e+01 8.474162e-02
2.264387e+00 1.167729e+01 8.097886e-02
2.265638e+00 1.117027e+01 7.746278e-02
2.266889e+00 1.071226e+01 7.428664e-02
2.268140e+00 1.030780e+01 7.148176e-02
2.269391e+00 9.955133e+00 6.903614e-02
2.270642e+00 9.649028e+00 6.691339e-02
2.271893e+00 9.383234e+00 6.507017e-02
2.273144e+00 9.152514e+00 6.347020e-02
2.274395e+00 8.953825e+00 6.209234e-02
2.275646e+00 8.786509e+00 6.093205e-02
2.276897e+00 8.651718e+00 5.999731e-02
2.278148e+00 8.551510e+00 5.930239e-02
2.279399e+00 8.488072e+00 5.886247e-02
2.280651e+00 8.463276e+00 5.869051e-02
2.281902e+00 8.478578e+00 5.879663e-02
2.283153e+00 8.535140e+00 5.918887e-02
2.284404e+00 8.634040e+00 5.987472e-02
2.285655e+00 8.776508e+00 6.086269e-02
2.286906e+00 8.964122e+00 6.216375e-02
2.288157e+00 9.198984e+00 6.379245e-02
2.289408e+00 9.483856e+00 6.576796e-02
2.290659e+00 9.822292e+00 6.811492e-02
2.291910e+00 1.021876e+01 7.086429e-02
2.293161e+00 1.067875e+01 7.405420e-02
2.294412e+00 1.120894e+01 7.773094e-02
2.295663e+00 1.181732e+01 8.194991e-02
2.296914e+00 1.251336e+01 8.677673e-02
2.298165e+00 1.330813e+01 9.228825e-02
2.299416e+00 1.421446e+01 9.857342e-02
2.300667e+00 1.524699e+01 1.057337e-01
2.301918e+00 1.642207e+01 1.138826e-01
2.303169e+00 1.775748e+01 1.231433e-01
2.304420e+00 1.927173e+01 1.336442e-01
2.305671e+00 2.098262e+01 1.455088e-01
2.306922e+00 2.290497e+01 1.588397e-01
2.308173e+00 2.504677e+01 1.736926e-01
2.309425e+00 2.740363e+01 1.900367e-01
2.310676e+00 2.995105e+01 2.077024e-01
2.311927e+00 3.263524e+01 2.263165e-01
2.313178e+00 3.536395e+01 2.452394e-01
2.314429e+00 3.800140e+01 2.635294e-01
2.315680e+00 4.037270e+01 2.799737e-01
2.316931e+00 4.228341e+01 2.932239e-01
2.318182e+00 4.355513e+01 3.020430e-01
2.319433e+00 4.406888e+01 3.056057e-01
2.320684e+00 4.379948e+01 3.037375e-01
2.321935e+00 4.282426e+01 2.969746e-01
2.323186e+00 4.130153e+01 2.864149e-01
2.324437e+00 3.942960e+01 2.734336e-01
2.325688e+00 3.740451e+01 2.593901e-01
2.326939e+00 3.538995e+01 2.454197e-01
2.328190e+00 3.350328e+01 2.323361e-01
2.329441e+00 3.181398e+01 2.206213e-01
2.330692e+00 3.034871e+01 2.104601e-01
2.331943e+00 2.909843e+01 2.017897e-01
2.333194e+00 2.802586e+01 1.943517e-01
2.334445e+00 2.707366e+01 1.877485e-01
2.335696e+00 2.617455e+01 1.815134e-01
2.336947e+00 2.526394e+01 1.751985e-01
2.338198e+00 2.429322e+01 1.684669e-01
2.339450e+00 2.323964e+01 1.611606e-01
2.340701e+00 2.210863e+01 1.533173e-01
2.341952e+00 2.092812e+01 1.451308e-01
2.343203e+00 1.973765e+01 1.368752e-01
2.344454e+00 1.857744e+01 1.288295e-01
2.345705e+00 1.748071e+01 1.212240e-01
2.346956e+00 1.647037e+01 1.142175e-01
2.348207e+00 1.555892e+01 1.078969e-01
2.349458e+00 1.475017e+01 1.022884e-01
2.350709e+00 1.404146e+01 9.737373e-02
2.351960e+00 1.342572e+01 9.310373e-02
2.353211e+00 1.289324e+01 8.941110e-02
2.354462e+00 1.243307e+01 8.621997e-02
2.355713e+00 1.203420e+01 8.345390e-02
2.356964e+00 1.168639e+01 8.104196e-02
2.358215e+00 1.138086e+01 7.892318e-02
2.359466e+00 1.111079e+01 7.705029e-02
2.360717e+00 1.087179e+01 7.539289e-02
2.361968e+00 1.066219e+01 7.393939e-02
2.363219e+00 1.048297e+01 7.269654e-02
2.364470e+00 1.033718e+01 7.168550e-02
2.365721e+00 1.022910e+01 7.093601e-02
2.366972e+00 1.016343e+01 7.048063e-02
2.368224e+00 1.014473e+01 7.035093e-02
2.369475e+00 1.017721e+01 7.057617e-02
2.370726e+00 1.026482e+01 7.118377e-02
2.371977e+00 1.041146e+01 7.220066e-02
2.373228e+00 1.062113e+01 7.365462e-02
2.374479e+00 1.089804e+01 7.557494e-02
2.375730e+00 1.124656e+01 7.799184e-02
2.376981e+00 1.167087e+01 8.093433e-02
2.378232e+00 1.217431e+01 8.442555e-02
2.379483e+00 1.275826e+01 8.847508e-02
2.380734e+00 1.342045e+01 9.306720e-02
2.381985e+00 1.415266e+01 9.814484e-02
2.383236e+00 1.493789e+01 1.035902e-01
2.384487e+00 1.574764e+01 1.092056e-01
2.385738e+00 1.654028e+01 1.147023e-01
2.386989e+00 1.726220e+01 1.197087e-01
2.388240e+00 1.785325e+01 1.238074e-01
2.389491e+00 1.825672e+01 1.266054e-01
2.390742e+00 1.843177e+01 1.278193e-01
2.391993e+00 1.836383e+01 1.273482e-01
2.393244e+00 1.806842e+01 1.252996e-01
2.394495e+00 1.758685e+01 1.219600e-01
2.395746e+00 1.697567e+01 1.177216e-01
2.396997e+00 1.629465e+01 1.129989e-01
2.398249e+00 1.559715e+01 1.081620e-01
2.399500e+00 1.492488e+01 1.035000e-01
2.400751e+00 1.430668e+01 9.921297e-02
2.402002e+00 1.376009e+01 9.542249e-02
2.403253e+00 1.329391e+01 9.218964e-02
2.404504e+00 1.291099e+01 8.953422e-02
2.405755e+00 1.261055e+01 8.745074e-02
2.407006e+00 1.238987e+01 8.592041e-02
2.408257e+00 1.224552e+01 8.491936e-02
2.409508e+00 1.217409e+01 8.442400e-02
2.410759e+00 1.217268e+01 8.441421e-02
2.412010e+00 1.223917e+01 8.487529e-02
2.413261e+00 1.237238e+01 8.579908e-02
2.414512e+00 1.257217e+01 8.718455e-02
2.415763e+00 1.283948e+01 8.903828e-02
2.417014e+00 1.317641e+01 9.137485e-02
2.418265e+00 1.358630e+01 9.421732e-02
2.419516e+00 1.407377e+01 9.759775e-02
2.420767e+00 1.464484e+01 1.015580e-01
2.422018e+00 1.530710e+01 1.061506e-01
2.423269e+00 1.606981e+01 1.114398e-01
2.424520e+00 1.694414e+01 1.175030e-01
2.425771e+00 1.794331e+01 1.244320e-01
2.427023e+00 1.908281e+01 1.323341e-01
2.428274e+00 2.038055e+01 1.413335e-01
2.429525e+00 2.185685e+01 1.515713e-01
2.430776e+00 2.353436e+01 1.632044e-01
2.432027e+00 2.543748e+01 1.764020e-01
2.433278e+00 2.759123e+01 1.913377e-01
2.434529e+00 3.001917e+01 2.081748e-01
2.435780e+00 3.273990e+01 2.270423e-01
2.437031e+00 3.576154e+01 2.479966e-01
2.438282e+00 3.907383e+01 2.709664e-01
2.439533e+00 4.263772e+01 2.956810e-01
2.440784e+00 4.637369e+01 3.215889e-01
2.442035e+00 5.015175e+01 3.477887e-01
2.443286e+00 5.378901e+01 3.730121e-01
2.444537e+00 5.706207e+01 3.957100e-01
2.445788e+00 5.973956e+01 4.142776e-01
2.447039e+00 6.163159e+01 4.273983e-01
2.448290e+00 6.264091e+01 4.343977e-01
2.449541e+00 6.279294e+01 4.354519e-01
2.450792e+00 6.222833e+01 4.315365e-01
2.452043e+00 6.116050e+01 4.241315e-01
2.453294e+00 5.981683e+01 4.148134e-01
2.454545e+00 5.838573e+01 4.048892e-01
2.455796e+00 5.698311e+01 3.951624e-01
2.457048e+00 5.564089e+01 3.858545e-01
2.458299e+00 5.431540e+01 3.766626e-01
2.459550e+00 5.291176e+01 3.669287e-01
2.460801e+00 5.131974e+01 3.558885e-01
2.462052e+00 4.945275e+01 3.429414e-01
2.463303e+00 4.727775e+01 3.278584e-01
2.464554e+00 4.482542e+01 3.108521e-01
2.465805e+00 4.217826e+01 2.924948e-01
2.467056e+00 3.944492e+01 2.735398e-01
2.468307e+00 3.673336e+01 2.547359e-01
2.469558e+00 3.413209e+01 2.366967e-01
2.470809e+00 3.170214e+01 2.198457e-01
2.472060e+00 2.947754e+01 2.044188e-01
2.473311e+00 2.747027e+01 1.904989e-01
2.474562e+00 2.567678e+01 1.780615e-01
2.475813e+00 2.408410e+01 1.670167e-01
2.477064e+00 2.267484e+01 1.572439e-01
2.478315e+00 2.143067e+01 1.486159e-01
2.479566e+00 2.033436e+01 1.410133e-01
2.480817e+00 1.937067e+01 1.343304e-01
2.482068e+00 1.852654e+01 1.284765e-01
2.483319e+00 1.779097e+01 1.233755e-01
2.484570e+00 1.715494e+01 1.189649e-01
2.485822e+00 1.661121e+01 1.151943e-01
2.487073e+00 1.615400e+01 1.120236e-01
2.488324e+00 1.577857e+01 1.094201e-01
2.489575e+00 1.548080e+01 1.073551e-01
2.490826e+00 1.525680e+01 1.058018e-01
2.492077e+00 1.510277e+01 1.047336e-01
2.493328e+00 1.501499e+01 1.041249e-01
2.494579e+00 1.499019e+01 1.039529e-01
2.495830e+00 1.502606e+01 1.042016e-01
2.497081e+00 1.512200e+01 1.048670e-01
2.498332e+00 1.527973e+01 1.059607e-01
2.499583e+00 1.550351e+01 1.075127e-01
2.500834e+00 1.580004e+01 1.095690e-01
2.502085e+00 1.617784e+01 1.121889e-01
2.503336e+00 1.664662e+01 1.154398e-01
2.504587e+00 1.721665e+01 1.193928e-01
2.505838e+00 1.789810e+01 1.241184e-01
2.507089e+00 1.870027e+01 1.296813e-01
2.508340e+00 1.963042e+01 1.361316e-01
2.509591e+00 2.069188e+01 1.434925e-01
2.510842e+00 2.188116e+01 1.517399e-01
2.512093e+00 2.318412e+01 1.607756e-01
2.513344e+00 2.457122e+01 1.703948e-01
2.514595e+00 2.599307e+01 1.802549e-01
2.515847e+00 2.737798e+01 1.898589e-01
2.517098e+00 2.863454e+01 1.985728e-01
2.518349e+00 2.966160e+01 2.056951e-01
2.519600e+00 3.036594e+01 2.105796e-01
2.520851e+00 3.068363e+01 2.127826e-01
2.522102e+00 3.059709e+01 2.121825e-01
2.523353e+00 3.014032e+01 2.090149e-01
2.524604e+00 2.938965e+01 2.038092e-01
2.525855e+00 2.844459e+01 1.972555e-01
2.527106e+00 2.740704e+01 1.900604e-01
2.528357e+00 2.636571e+01 1.828390e-01
2.529608e+00 2.538849e+01 1.760623e-01
2.530859e+00 2.452167e+01 1.700511e-01
2.532110e+00 2.379324e+01 1.649996e-01
2.533361e+00 2.321763e+01 1.610080e-01
2.534612e+00 2.280044e+01 1.581149e-01
2.535863e+00 2.254217e+01 1.563238e-01
2.537114e+00 2.244105e+01 1.556226e-01
2.538365e+00 2.249493e+01 1.559962e-01
2.539616e+00 2.270256e+01 1.574361e-01
2.540867e+00 2.306437e+01 1.599452e-01
2.542118e+00 2.358304e+01 1.635420e-01
2.543369e+00 2.426383e+01 1.682631e-01
2.544621e+00 2.511491e+01 1.741651e-01
2.545872e+00 2.614762e+01 1.813266e-01
2.547123e+00 2.737671e+01 1.898501e-01
2.548374e+00 2.882063e+01 1.998632e-01
2.549625e+00 3.050171e+01 2.115210e-01
2.550876e+00 3.244630e+01 2.250063e-01
2.552127e+00 3.468475e+01 2.405293e-01
2.553378e+00 3.725091e+01 2.583249e-01
2.554629e+00 4.018108e+01 2.786449e-01
2.555880e+00 4.351189e+01 3.017431e-01
2.557131e+00 4.727657e+01 3.278502e-01
2.558382e+00 5.149894e+01 3.571312e-01
2.559633e+00 5.618444e+01 3.896238e-01
2.560884e+00 6.130789e+01 4.251535e-01
2.562135e+00 6.679871e+01 4.632309e-01
2.563386e+00 7.252639e+01 5.029508e-01
2.564637e+00 7.829167e+01 5.429314e-01
2.565888e+00 8.383142e+01 5.813481e-01
2.567139e+00 8.884351e+01 6.161056e-01
2.568390e+00 9.303062e+01 6.451420e-01
2.569641e+00 9.614962e+01 6.667715e-01
2.570892e+00 9.804521e+01 6.799168e-01
2.572143e+00 9.865378e+01 6.841371e-01
2.573394e+00 9.798356e+01 6.794894e-01
2.574646e+00 9.609306e+01 6.663793e-01
2.575897e+00 9.308580e+01 6.455247e-01
2.577148e+00 8.911913e+01 6.180170e-01
2.578399e+00 8.440894e+01 5.853531e-01
2.579650e+00 7.921487e+01 5.493336e-01
2.580901e+00 7.380748e+01 5.118348e-01
2.582152e+00 6.843190e+01 4.745566e-01
2.583403e+00 6.328215e+01 4.388445e-01
2.584654e+00 5.849202e+01 4.056263e-01
2.585905e+00 5.413945e+01 3.754424e-01
2.587156e+00 5.025811e+01 3.485263e-01
2.588407e+00 4.685072e+01 3.248970e-01
2.589658e+00 4.390077e+01 3.044399e-01
2.590909e+00 4.138141e+01 2.869688e-01
2.592160e+00 3.926137e+01 2.722669e-01
2.593411e+00 3.750853e+01 2.601114e-01
2.594662e+00 3.609149e+01 2.502847e-01
2.595913e+00 3.497977e+01 2.425752e-01
2.597164e+00 3.414278e+01 2.367709e-01
2.598415e+00 3.354816e+01 2.326474e-01
2.599666e+00 3.315964e+01 2.299531e-01
2.600917e+00 3.293544e+01 2.283983e-01
2.602168e+00 3.282809e+01 2.276539e-01
2.603420e+00 3.278697e+01 2.273687e-01
2.604671e+00 3.276397e+01 2.272092e-01
2.605922e+00 3.272164e+01 2.269157e-01
2.607173e+00 3.264098e+01 2.263563e-01
2.608424e+00 3.252548e+01 2.255553e-01
2.609675e+00 3.239917e+01 2.246794e-01
2.610926e+00 3.229915e+01 2.239858e-01
2.612177e+00 3.226550e+01 2.237525e-01
2.613428e+00 3.233198e+01 2.242135e-01
2.614679e+00 3.251948e+01 2.255138e-01
2.615930e+00 3.283293e+01 2.276874e-01
2.617181e+00 3.326126e+01 2.306578e-01
2.618432e+00 3.378059e+01 2.342592e-01
2.619683e+00 3.436064e+01 2.382817e-01
2.620934e+00 3.497377e+01 2.425336e-01
2.622185e+00 3.560433e+01 2.469063e-01
2.623436e+00 3.625478e+01 2.514170e-01
2.624687e+00 3.694544e+01 2.562066e-01
2.625938e+00 3.770770e+01 2.614926e-01
2.627189e+00 3.857355e+01 2.674971e-01
2.628440e+00 3.956556e+01 2.743764e-01
2.629691e+00 4.069007e+01 2.821746e-01
2.630942e+00 4.193446e+01 2.908040e-01
2.632193e+00 4.326703e+01 3.000451e-01
2.633445e+00 4.463788e+01 3.095516e-01
2.634696e+00 4.597925e+01 3.188536e-01
2.635947e+00 4.720716e+01 3.273688e-01
2.637198e+00 4.822799e+01 3.344480e-01
2.638449e+00 4.895347e+01 3.394790e-01
2.639700e+00 4.932279e+01 3.420401e-01
2.640951e+00 4.932353e+01 3.420453e-01
2.642202e+00 4.900110e+01 3.398093e-01
2.643453e+00 4.845094e+01 3.359941e-01
2.644704e+00 4.779752e+01 3.314628e-01
2.645955e+00 4.717016e+01 3.271123e-01
2.647206e+00 4.668467e+01 3.237455e-01
2.648457e+00 4.643458e+01 3.220112e-01
2.649708e+00 4.649068e+01 3.224002e-01
2.650959e+00 4.690545e+01 3.252765e-01
2.652210e+00 4.771917e+01 3.309195e-01
2.653461e+00 4.896576e+01 3.395642e-01
2.654712e+00 5.067728e+01 3.514331e-01
2.655963e+00 5.288688e+01 3.667561e-01
2.657214e+00 5.563006e+01 3.857793e-01
2.658465e+00 5.894400e+01 4.087606e-01
2.659716e+00 6.286461e+01 4.359490e-01
2.660967e+00 6.742061e+01 4.675436e-01
2.662219e+00 7.262371e+01 5.036257e-01
2.663470e+00 7.845377e+01 5.440555e-01
2.664721e+00 8.483878e+01 5.883339e-01
2.665972e+00 9.163073e+01 6.354342e-01
2.667223e+00 9.858205e+01 6.836397e-01
2.668474e+00 1.053320e+02 7.304486e-01
2.669725e+00 1.114165e+02 7.726428e-01
2.670976e+00 1.163145e+02 8.066094e-01
2.672227e+00 1.195332e+02 8.289304e-01
2.673478e+00 1.207142e+02 8.371203e-01
2.674729e+00 1.197244e+02 8.302561e-01
2.675980e+00 1.166923e+02 8.092297e-01
2.677231e+00 1.119732e+02 7.765039e-01
2.678482e+00 1.060584e+02 7.354858e-01
2.679733e+00 9.946847e+01 6.897868e-01
2.680984e+00 9.266786e+01 6.426264e-01
2.682235e+00 8.601734e+01 5.965069e-01
2.683486e+00 7.976399e+01 5.531416e-01
2.684737e+00 7.405464e+01 5.135488e-01
2.685988e+00 6.895945e+01 4.782151e-01
2.687239e+00 6.449614e+01 4.472632e-01
2.688490e+00 6.065014e+01 4.205922e-01
2.689741e+00 5.738965e+01 3.979816e-01
2.690992e+00 5.467573e+01 3.791613e-01
2.692244e+00 5.246887e+01 3.638574e-01
2.693495e+00 5.073283e+01 3.518184e-01
2.694746e+00 4.943682e+01 3.428309e-01
2.695997e+00 4.855661e+01 3.367269e-01
2.697248e+00 4.807503e+01 3.333872e-01
2.698499e+00 4.798214e+01 3.327431e-01
2.699750e+00 4.827515e+01 3.347750e-01
2.701001e+00 4.895827e+01 3.395123e-01
2.702252e+00 5.004238e+01 3.470303e-01
2.703503e+00 5.154437e+01 3.574462e-01
2.704754e+00 5.348611e+01 3.709117e-01
2.706005e+00 5.589253e+01 3.875995e-01
2.707256e+00 5.878842e+01 4.076817e-01
2.708507e+00 6.219339e+01 4.312942e-01
2.709758e+00 6.611413e+01 4.584835e-01
2.711009e+00 7.053364e+01 4.891316e-01
2.712260e+00 7.539743e+01 5.228607e-01
2.713511e+00 8.059831e+01 5.589274e-01
2.714762e+00 8.596376e+01 5.961353e-01
2.716013e+00 9.125194e+01 6.328074e-01
2.717264e+00 9.616360e+01 6.668684e-01
2.718515e+00 1.003731e+02 6.960600e-01
2.719766e+00 1.035745e+02 7.182610e-01
2.721018e+00 1.055314e+02 7.318316e-01
2.722269e+00 1.061160e+02 7.358854e-01
2.723520e+00 1.053291e+02 7.304290e-01
2.724771e+00 1.032987e+02 7.163484e-01
2.726022e+00 1.002567e+02 6.952533e-01
2.727273e+00 9.650163e+01 6.692126e-01
2.728524e+00 9.235357e+01 6.404469e-01
2.729775e+00 8.811468e+01 6.110513e-01
2.731026e+00 8.404139e+01 5.828042e-01
2.732277e+00 8.033160e+01 5.570778e-01
2.733528e+00 7.712449e+01 5.348374e-01
2.734779e+00 7.450848e+01 5.166961e-01
2.736030e+00 7.253272e+01 5.029947e-01
2.737281e+00 7.121857e+01 4.938814e-01
2.738532e+00 7.056931e+01 4.893790e-01
2.739783e+00 7.057735e+01 4.894347e-01
2.741034e+00 7.122930e+01 4.939558e-01
2.742285e+00 7.250940e+01 5.028330e-01
2.743536e+00 7.440150e+01 5.159541e-01
2.744787e+00 7.688908e+01 5.332049e-01
2.746038e+00 7.995257e+01 5.544493e-01
2.747289e+00 8.356224e+01 5.794814e-01
2.748540e+00 8.766568e+01 6.079377e-01
2.749791e+00 9.216911e+01 6.391677e-01
2.751043e+00 9.691467e+01 6.720768e-01
2.752294e+00 1.016602e+02 7.049857e-01
2.753545e+00 1.060733e+02 7.355893e-01
2.754796e+00 1.097534e+02 7.611102e-01
2.756047e+00 1.122899e+02 7.787002e-01
2.757298e+00 1.133476e+02 7.860347e-01
2.758549e+00 1.127525e+02 7.819077e-01
2.759800e+00 1.105409e+02 7.665708e-01
2.761051e+00 1.069482e+02 7.416565e-01
2.762302e+00 1.023448e+02 7.097335e-01
2.763553e+00 9.714968e+01 6.737066e-01
2.764804e+00 9.175477e+01 6.362944e-01
2.766055e+00 8.647931e+01 5.997105e-01
2.767306e+00 8.155428e+01 5.655568e-01
2.768557e+00 7.712843e+01 5.348647e-01
2.769808e+00 7.328482e+01 5.082103e-01
2.771059e+00 7.006013e+01 4.858479e-01
2.772310e+00 6.746178e+01 4.678291e-01
2.773561e+00 6.548153e+01 4.540966e-01
2.774812e+00 6.410520e+01 4.445521e-01
2.776063e+00 6.331920e+01 4.391014e-01
2.777314e+00 6.311475e+01 4.376836e-01
2.778565e+00 6.349039e+01 4.402886e-01
2.779817e+00 6.445337e+01 4.469666e-01
2.781068e+00 6.602018e+01 4.578320e-01
2.782319e+00 6.821625e+01 4.730612e-01
2.783570e+00 7.107484e+01 4.928847e-01
2.784821e+00 7.463437e+01 5.175691e-01
2.786072e+00 7.893389e+01 5.473851e-01
2.787323e+00 8.400525e+01 5.825536e-01
2.788574e+00 8.986094e+01 6.231612e-01
2.789825e+00 9.647612e+01 6.690356e-01
2.791076e+00 1.037642e+02 7.195762e-01
2.792327e+00 1.115470e+02 7.735481e-01
2.793578e+00 1.195258e+02 8.288787e-01
2.794829e+00 1.272633e+02 8.825364e-01
2.796080e+00 1.341960e+02 9.306126e-01
2.797331e+00 1.396927e+02 9.687308e-01
2.798582e+00 1.431645e+02 9.928071e-01
2.799833e+00 1.442018e+02 1.000000e+00
2.801084e+00 1.426863e+02 9.894905e-01
2.802335e+00 1.388271e+02 9.627282e-01
2.803586e+00 1.331006e+02 9.230162e-01
2.804837e+00 1.261253e+02 8.746449e-01
2.806088e+00 1.185289e+02 8.219656e-01
2.807339e+00 1.108504e+02 7.687173e-01
2.808590e+00 1.034958e+02 7.177153e-01
2.809842e+00 9.673596e+01 6.708376e-01
2.811093e+00 9.072870e+01 6.291789e-01
2.812344e+00 8.554921e+01 5.932605e-01
2.813595e+00 8.121831e+01 5.632269e-01
2.814846e+00 7.772479e+01 5.390003e-01
2.816097e+00 7.504070e+01 5.203869e-01
2.817348e+00 7.313051e+01 5.071402e-01
2.818599e+00 7.195475e+01 4.989866e-01
2.819850e+00 7.146918e+01 4.956193e-01
2.821101e+00 7.161997e+01 4.966650e-01
2.822352e+00 7.233544e+01 5.016266e-01
2.823603e+00 7.351574e+01 5.098116e-01
2.824854e+00 7.502279e+01 5.202627e-01
2.826105e+00 7.667548e+01 5.317236e-01
2.827356e+00 7.825627e+01 5.426860e-01
2.828607e+00 7.953521e+01 5.515551e-01
2.829858e+00 8.031097e+01 5.569347e-01
2.831109e+00 8.045803e+01 5.579546e-01
2.832360e+00 7.996069e+01 5.545056e-01
2.833611e+00 7.891661e+01 5.472652e-01
2.834862e+00 7.750757e+01 5.374939e-01
2.836113e+00 7.595147e+01 5.267028e-01
2.837364e+00 7.445606e+01 5.163325e-01
2.838616e+00 7.318840e+01 5.075416e-01
2.839867e+00 7.226384e+01 5.011301e-01
2.841118e+00 7.175059e+01 4.975708e-01
2.842369e+00 7.168354e+01 4.971059e-01
2.843620e+00 7.208104e+01 4.998624e-01
2.844871e+00 7.295882e+01 5.059496e-01
2.846122e+00 7.433662e+01 5.155043e-01
2.847373e+00 7.623504e+01 5.286693e-01
2.848624e+00 7.866267e+01 5.455042e-01
2.849875e+00 8.159603e+01 5.658463e-01
2.851126e+00 8.495590e+01 5.891461e-01
2.852377e+00 8.858454e+01 6.143097e-01
2.853628e+00 9.223068e+01 6.395947e-01
2.854879e+00 9.555229e+01 6.626291e-01
2.856130e+00 9.814819e+01 6.806310e-01
2.857381e+00 9.962344e+01 6.908614e-01
2.858632e+00 9.967717e+01 6.912340e-01
2.859883e+00 9.818248e+01 6.808688e-01
2.861134e+00 9.522202e+01 6.603388e-01
2.862385e+00 9.106132e+01 6.314855e-01
2.863636e+00 8.607400e+01 5.968998e-01
2.864887e+00 8.065430e+01 5.593156e-01
2.866138e+00 7.514917e+01 5.211390e-01
2.867389e+00 6.982370e+01 4.842084e-01
2.868641e+00 6.485577e+01 4.497571e-01
2.869892e+00 6.034836e+01 4.184995e-01
2.871143e+00 5.634836e+01 3.907606e-01
2.872394e+00 5.286494e+01 3.666040e-01
2.873645e+00 4.988423e+01 3.459336e-01
2.874896e+00 4.737983e+01 3.285663e-01
2.876147e+00 4.531966e+01 3.142795e-01
2.877398e+00 4.367017e+01 3.028407e-01
2.878649e+00 4.239894e+01 2.940251e-01
2.879900e+00 4.147624e+01 2.876265e-01
2.881151e+00 4.087586e+01 2.834630e-01
2.882402e+00 4.057480e+01 2.813752e-01
2.883653e+00 4.055125e+01 2.812119e-01
2.884904e+00 4.078057e+01 2.828022e-01
2.886155e+00 4.122955e+01 2.859157e-01
2.887406e+00 4.185060e+01 2.902225e-01
2.888657e+00 4.257830e+01 2.952689e-01
2.889908e+00 4.333121e+01 3.004902e-01
2.891159e+00 4.402157e+01 3.052776e-01
2.892410e+00 4.457233e+01 3.090970e-01
2.893661e+00 4.493708e+01 3.116264e-01
2.894912e+00 4.511432e+01 3.128555e-01
2.896163e+00 4.514849e+01 3.130925e-01
2.897415e+00 4.511620e+01 3.128686e-01
2.898666e+00 4.510301e+01 3.127771e-01
2.899917e+00 4.517907e+01 3.133046e-01
2.901168e+00 4.537971e+01 3.146959e-01
2.902419e+00 4.569346e+01 3.168717e-01
2.903670e+00 4.605813e+01 3.194006e-01
2.904921e+00 4.636598e+01 3.215354e-01
2.906172e+00 4.647991e+01 3.223255e-01
2.907423e+00 4.626123e+01 3.208091e-01
2.908674e+00 4.560383e+01 3.162502e-01
2.909925e+00 4.446351e+01 3.083424e-01
2.911176e+00 4.286990e+01 2.972911e-01
2.912427e+00 4.091571e+01 2.837393e-01
2.913678e+00 3.872941e+01 2.685779e-01
2.914929e+00 3.644444e+01 2.527323e-01
2.916180e+00 3.417607e+01 2.370017e-01
2.917431e+00 3.201015e+01 2.219817e-01
2.918682e+00 3.000192e+01 2.080552e-01
2.919933e+00 2.818070e+01 1.954255e-01
2.921184e+00 2.655640e+01 1.841614e-01
2.922435e+00 2.512584e+01 1.742409e-01
2.923686e+00 2.387790e+01 1.655867e-01
2.924937e+00 2.279756e+01 1.580949e-01
2.926188e+00 2.186915e+01 1.516566e-01
2.927440e+00 2.107883e+01 1.461759e-01
2.928691e+00 2.041612e+01 1.415802e-01
2.929942e+00 1.987437e+01 1.378234e-01
2.931193e+00 1.945005e+01 1.348808e-01
2.932444e+00 1.914116e+01 1.327388e-01
2.933695e+00 1.894545e+01 1.313815e-01
2.934946e+00 1.885833e+01 1.307774e-01
2.936197e+00 1.887108e+01 1.308658e-01
2.937448e+00 1.896897e+01 1.315446e-01
2.938699e+00 1.913000e+01 1.326613e-01
2.939950e+00 1.932473e+01 1.340118e-01
2.941201e+00 1.951826e+01 1.353538e-01
2.942452e+00 1.967494e+01 1.364404e-01
2.943703e+00 1.976536e+01 1.370674e-01
2.944954e+00 1.977315e+01 1.371214e-01
2.946205e+00 1.969848e+01 1.366036e-01
2.947456e+00 1.955591e+01 1.356149e-01
2.948707e+00 1.936730e+01 1.343070e-01
2.949958e+00 1.915278e+01 1.328193e-01
