# MAPbI3 n=3 superfluid scan | Eg=2.178282 eV  Ex=1.991594 eV  binding=186.7 meV | densities include spin factor SPIN_DEG=2
# dmu_eV  kx_invA  ky_invA  f_v  f_c  absDelta_eV  e_minus_eV  epsr_v_eV  epsr_c_eV
1.974100e+00 6.636655e-01 3.186655e-01 1.000000e+00 2.375070e-20 2.084323e-10 -5.111614e-01 -4.090705e-01 2.917497e+00
1.974100e+00 6.636655e-01 3.336655e-01 1.000000e+00 3.230259e-20 2.324690e-10 -4.969114e-01 -3.948205e-01 2.872720e+00
1.974100e+00 6.636655e-01 3.486655e-01 1.000000e+00 4.446008e-20 2.592778e-10 -4.802503e-01 -3.781594e-01 2.825587e+00
1.974100e+00 6.636655e-01 3.636655e-01 1.000000e+00 6.176892e-20 2.887520e-10 -4.611337e-01 -3.590428e-01 2.776880e+00
1.974100e+00 6.636655e-01 3.786655e-01 1.000000e+00 8.632658e-20 3.206069e-10 -4.397460e-01 -3.376550e-01 2.727636e+00
1.974100e+00 6.636655e-01 3.936655e-01 1.000000e+00 1.207953e-19 3.543297e-10 -4.165753e-01 -3.144844e-01 2.679105e+00
1.974100e+00 6.636655e-01 4.086655e-01 1.000000e+00 1.681414e-19 3.891202e-10 -3.924499e-01 -2.903590e-01 2.632698e+00
1.974100e+00 6.636655e-01 4.236655e-01 1.000000e+00 2.307769e-19 4.238210e-10 -3.685131e-01 -2.664222e-01 2.589917e+00
1.974100e+00 6.636655e-01 4.386655e-01 1.000000e+00 3.087275e-19 4.568512e-10 -3.461331e-01 -2.440421e-01 2.552276e+00
1.974100e+00 6.636655e-01 4.536655e-01 1.000000e+00 3.968604e-19 4.862022e-10 -3.267624e-01 -2.246715e-01 2.521217e+00
1.974100e+00 6.636655e-01 4.686655e-01 1.000000e+00 4.825162e-19 5.095758e-10 -3.117715e-01 -2.096806e-01 2.498008e+00
1.974100e+00 6.636655e-01 4.836655e-01 1.000000e+00 5.465957e-19 5.247302e-10 -3.022836e-01 -2.001927e-01 2.483653e+00
1.974100e+00 6.636655e-01 4.986655e-01 1.000000e+00 5.705692e-19 5.299901e-10 -2.990355e-01 -1.969446e-01 2.478794e+00
1.974100e+00 6.636655e-01 5.136655e-01 1.000000e+00 5.465957e-19 5.247302e-10 -3.022836e-01 -2.001927e-01 2.483653e+00
1.974100e+00 6.636655e-01 5.286655e-01 1.000000e+00 4.825162e-19 5.095758e-10 -3.117715e-01 -2.096806e-01 2.498008e+00
1.974100e+00 6.636655e-01 5.436655e-01 1.000000e+00 3.968604e-19 4.862022e-10 -3.267624e-01 -2.246715e-01 2.521217e+00
1.974100e+00 6.636655e-01 5.586655e-01 1.000000e+00 3.087275e-19 4.568512e-10 -3.461331e-01 -2.440421e-01 2.552276e+00
1.974100e+00 6.636655e-01 5.736655e-01 1.000000e+00 2.307769e-19 4.238210e-10 -3.685131e-01 -2.664222e-01 2.589917e+00
1.974100e+00 6.636655e-01 5.886655e-01 1.000000e+00 1.681414e-19 3.891202e-10 -3.924499e-01 -2.903590e-01 2.632698e+00
1.974100e+00 6.636655e-01 6.036655e-01 1.000000e+00 1.207953e-19 3.543297e-10 -4.165753e-01 -3.144844e-01 2.679105e+00
1.974100e+00 6.636655e-01 6.186655e-01 1.000000e+00 8.632658e-20 3.206069e-10 -4.397460e-01 -3.376550e-01 2.727636e+00
1.974100e+00 6.636655e-01 6.336655e-01 1.000000e+00 6.176892e-20 2.887520e-10 -4.611337e-01 -3.590428e-01 2.776880e+00
1.974100e+00 6.636655e-01 6.486655e-01 1.000000e+00 4.446008e-20 2.592778e-10 -4.802503e-01 -3.781594e-01 2.825587e+00
1.974100e+00 6.636655e-01 6.636655e-01 1.000000e+00 3.230259e-20 2.324690e-10 -4.969114e-01 -3.948205e-01 2.872720e+00
1.974100e+00 6.636655e-01 6.786655e-01 1.000000e+00 2.375070e-20 2.084323e-10 -5.111614e-01 -4.090705e-01 2.917497e+00
1.974100e+00 6.636655e-01 6.936655e-01 1.000000e+00 1.770651e-20 1.871438e-10 -5.231887e-01 -4.210978e-01 2.959402e+00
1.974100e+00 6.636655e-01 7.086655e-01 1.000000e+00 1.340607e-20 1.684930e-10 -5.332515e-01 -4.311606e-01 2.998168e+00
1.974100e+00 6.636655e-01 7.236655e-01 1.000000e+00 1.032336e-20 1.523214e-10 -5.416265e-01 -4.395356e-01 3.033732e+00
1.974100e+00 6.636655e-01 7.386655e-01 1.000000e+00 8.097765e-21 1.384521e-10 -5.485769e-01 -4.464860e-01 3.066183e+00
1.974100e+00 6.636655e-01 7.536655e-01 1.000000e+00 6.481981e-21 1.267117e-10 -5.543381e-01 -4.522472e-01 3.095700e+00
1.974100e+00 6.636655e-01 7.686655e-01 1.000000e+00 5.305420e-21 1.169366e-10 -5.591122e-01 -4.570213e-01 3.122506e+00
1.974100e+00 6.636655e-01 7.836655e-01 1.000000e+00 4.447601e-21 1.089525e-10 -5.630689e-01 -4.609780e-01 3.146829e+00
1.974100e+00 6.636655e-01 7.986655e-01 1.000000e+00 3.813819e-21 1.024560e-10 -5.663488e-01 -4.642579e-01 3.168884e+00
1.974100e+00 6.786655e-01 1.986655e-01 1.000000e+00 2.924387e-21 9.384127e-11 -5.814216e-01 -4.793307e-01 3.230077e+00
1.974100e+00 6.786655e-01 2.136655e-01 1.000000e+00 3.417061e-21 9.989652e-11 -5.780484e-01 -4.759575e-01 3.207071e+00
1.974100e+00 6.786655e-01 2.286655e-01 1.000000e+00 4.075274e-21 1.072087e-10 -5.739947e-01 -4.719038e-01 3.181586e+00
1.974100e+00 6.786655e-01 2.436655e-01 1.000000e+00 4.969186e-21 1.160526e-10 -5.691208e-01 -4.670299e-01 3.153383e+00
1.974100e+00 6.786655e-01 2.586655e-01 1.000000e+00 6.185896e-21 1.265708e-10 -5.632584e-01 -4.611675e-01 3.122215e+00
1.974100e+00 6.786655e-01 2.736655e-01 1.000000e+00 7.846763e-21 1.388853e-10 -5.562071e-01 -4.541162e-01 3.087858e+00
1.974100e+00 6.786655e-01 2.886655e-01 1.000000e+00 1.012528e-20 1.531199e-10 -5.477343e-01 -4.456434e-01 3.050154e+00
1.974100e+00 6.786655e-01 3.036655e-01 1.000000e+00 1.327092e-20 1.693953e-10 -5.375801e-01 -4.354892e-01 3.009063e+00
1.974100e+00 6.786655e-01 3.186655e-01 1.000000e+00 1.764213e-20 1.878134e-10 -5.254732e-01 -4.233823e-01 2.964723e+00
1.974100e+00 6.786655e-01 3.336655e-01 1.000000e+00 2.375070e-20 2.084323e-10 -5.111614e-01 -4.090705e-01 2.917497e+00
1.974100e+00 6.786655e-01 3.486655e-01 1.000000e+00 3.231730e-20 2.312340e-10 -4.944644e-01 -3.923735e-01 2.868002e+00
1.974100e+00 6.786655e-01 3.636655e-01 1.000000e+00 4.433159e-20 2.560860e-10 -4.753458e-01 -3.732548e-01 2.817113e+00
1.974100e+00 6.786655e-01 3.786655e-01 1.000000e+00 6.109521e-20 2.827027e-10 -4.539963e-01 -3.519054e-01 2.765932e+00
1.974100e+00 6.786655e-01 3.936655e-01 1.000000e+00 8.419411e-20 3.106095e-10 -4.309072e-01 -3.288163e-01 2.715752e+00
1.974100e+00 6.786655e-01 4.086655e-01 1.000000e+00 1.152908e-19 3.391061e-10 -4.069034e-01 -3.048125e-01 2.667995e+00
1.974100e+00 6.786655e-01 4.236655e-01 1.000000e+00 1.555597e-19 3.672275e-10 -3.831187e-01 -2.810278e-01 2.624152e+00
1.974100e+00 6.786655e-01 4.386655e-01 1.000000e+00 2.045942e-19 3.937118e-10 -3.609054e-01 -2.588145e-01 2.585711e+00
1.974100e+00 6.786655e-01 4.536655e-01 1.000000e+00 2.588856e-19 4.170120e-10 -3.416961e-01 -2.396052e-01 2.554081e+00
1.974100e+00 6.786655e-01 4.686655e-01 1.000000e+00 3.106925e-19 4.354090e-10 -3.268402e-01 -2.247493e-01 2.530496e+00
1.974100e+00 6.786655e-01 4.836655e-01 1.000000e+00 3.489197e-19 4.472617e-10 -3.174420e-01 -2.153511e-01 2.515929e+00
1.974100e+00 6.786655e-01 4.986655e-01 1.000000e+00 3.631155e-19 4.513617e-10 -3.142253e-01 -2.121344e-01 2.511001e+00
1.974100e+00 6.786655e-01 5.136655e-01 1.000000e+00 3.489197e-19 4.472617e-10 -3.174420e-01 -2.153511e-01 2.515929e+00
1.974100e+00 6.786655e-01 5.286655e-01 1.000000e+00 3.106925e-19 4.354090e-10 -3.268402e-01 -2.247493e-01 2.530496e+00
1.974100e+00 6.786655e-01 5.436655e-01 1.000000e+00 2.588856e-19 4.170120e-10 -3.416961e-01 -2.396052e-01 2.554081e+00
1.974100e+00 6.786655e-01 5.586655e-01 1.000000e+00 2.045942e-19 3.937118e-10 -3.609054e-01 -2.588145e-01 2.585711e+00
1.974100e+00 6.786655e-01 5.736655e-01 1.000000e+00 1.555597e-19 3.672275e-10 -3.831187e-01 -2.810278e-01 2.624152e+00
1.974100e+00 6.786655e-01 5.886655e-01 1.000000e+00 1.152908e-19 3.391061e-10 -4.069034e-01 -3.048125e-01 2.667995e+00
1.974100e+00 6.786655e-01 6.036655e-01 1.000000e+00 8.419411e-20 3.106095e-10 -4.309072e-01 -3.288163e-01 2.715752e+00
1.974100e+00 6.786655e-01 6.186655e-01 1.000000e+00 6.109521e-20 2.827027e-10 -4.539963e-01 -3.519054e-01 2.765932e+00
1.974100e+00 6.786655e-01 6.336655e-01 1.000000e+00 4.433159e-20 2.560860e-10 -4.753458e-01 -3.732548e-01 2.817113e+00
1.974100e+00 6.786655e-01 6.486655e-01 1.000000e+00 3.231730e-20 2.312340e-10 -4.944644e-01 -3.923735e-01 2.868002e+00
1.974100e+00 6.786655e-01 6.636655e-01 1.000000e+00 2.375070e-20 2.084323e-10 -5.111614e-01 -4.090705e-01 2.917497e+00
1.974100e+00 6.786655e-01 6.786655e-01 1.000000e+00 1.764213e-20 1.878134e-10 -5.254732e-01 -4.233823e-01 2.964723e+00
1.974100e+00 6.786655e-01 6.936655e-01 1.000000e+00 1.327092e-20 1.693953e-10 -5.375801e-01 -4.354892e-01 3.009063e+00
1.974100e+00 6.786655e-01 7.086655e-01 1.000000e+00 1.012528e-20 1.531199e-10 -5.477343e-01 -4.456434e-01 3.050154e+00
1.974100e+00 6.786655e-01 7.236655e-01 1.000000e+00 7.846763e-21 1.388853e-10 -5.562071e-01 -4.541162e-01 3.087858e+00
1.974100e+00 6.786655e-01 7.386655e-01 1.000000e+00 6.185896e-21 1.265708e-10 -5.632584e-01 -4.611675e-01 3.122215e+00
1.974100e+00 6.786655e-01 7.536655e-01 1.000000e+00 4.969186e-21 1.160526e-10 -5.691208e-01 -4.670299e-01 3.153383e+00
1.974100e+00 6.786655e-01 7.686655e-01 1.000000e+00 4.075274e-21 1.072087e-10 -5.739947e-01 -4.719038e-01 3.181586e+00
1.974100e+00 6.786655e-01 7.836655e-01 1.000000e+00 3.417061e-21 9.989652e-11 -5.780484e-01 -4.759575e-01 3.207071e+00
1.974100e+00 6.786655e-01 7.986655e-01 1.000000e+00 2.924387e-21 9.384127e-11 -5.814216e-01 -4.793307e-01 3.230077e+00
1.974100e+00 6.936655e-01 1.986655e-01 1.000000e+00 2.262622e-21 8.600403e-11 -5.945055e-01 -4.924146e-01 3.289745e+00
1.974100e+00 6.936655e-01 2.136655e-01 1.000000e+00 2.649038e-21 9.163656e-11 -5.910146e-01 -4.889237e-01 3.265605e+00
1.974100e+00 6.936655e-01 2.286655e-01 1.000000e+00 3.159151e-21 9.832759e-11 -5.868378e-01 -4.847469e-01 3.238757e+00
1.974100e+00 6.936655e-01 2.436655e-01 1.000000e+00 3.845497e-21 1.063252e-10 -5.818368e-01 -4.797458e-01 3.208942e+00
1.974100e+00 6.936655e-01 2.586655e-01 1.000000e+00 4.771820e-21 1.157450e-10 -5.758445e-01 -4.737536e-01 3.175908e+00
1.974100e+00 6.936655e-01 2.736655e-01 1.000000e+00 6.025660e-21 1.266776e-10 -5.686632e-01 -4.665723e-01 3.139443e+00
1.974100e+00 6.936655e-01 2.886655e-01 1.000000e+00 7.730670e-21 1.392105e-10 -5.600636e-01 -4.579727e-01 3.099429e+00
1.974100e+00 6.936655e-01 3.036655e-01 1.000000e+00 1.006262e-20 1.534274e-10 -5.497908e-01 -4.476999e-01 3.055893e+00
1.974100e+00 6.936655e-01 3.186655e-01 1.000000e+00 1.327092e-20 1.693953e-10 -5.375801e-01 -4.354892e-01 3.009063e+00
1.974100e+00 6.936655e-01 3.336655e-01 1.000000e+00 1.770651e-20 1.871438e-10 -5.231887e-01 -4.210978e-01 2.959402e+00
1.974100e+00 6.936655e-01 3.486655e-01 1.000000e+00 2.385479e-20 2.066354e-10 -5.064462e-01 -4.043553e-01 2.907624e+00
1.974100e+00 6.936655e-01 3.636655e-01 1.000000e+00 3.236744e-20 2.277319e-10 -4.873265e-01 -3.852356e-01 2.854678e+00
1.974100e+00 6.936655e-01 3.786655e-01 1.000000e+00 4.407725e-20 2.501619e-10 -4.660283e-01 -3.639373e-01 2.801717e+00
1.974100e+00 6.936655e-01 3.936655e-01 1.000000e+00 5.996050e-20 2.734953e-10 -4.430445e-01 -3.409536e-01 2.750054e+00
1.974100e+00 6.936655e-01 4.086655e-01 1.000000e+00 8.097988e-20 2.971223e-10 -4.191949e-01 -3.171040e-01 2.701107e+00
1.974100e+00 6.936655e-01 4.236655e-01 1.000000e+00 1.077092e-19 3.202336e-10 -3.955994e-01 -2.935085e-01 2.656346e+00
1.974100e+00 6.936655e-01 4.386655e-01 1.000000e+00 1.396615e-19 3.418078e-10 -3.735903e-01 -2.714994e-01 2.617227e+00
1.974100e+00 6.936655e-01 4.536655e-01 1.000000e+00 1.744201e-19 3.606311e-10 -3.545758e-01 -2.524849e-01 2.585120e+00
1.974100e+00 6.936655e-01 4.686655e-01 1.000000e+00 2.070812e-19 3.753877e-10 -3.398808e-01 -2.377899e-01 2.561226e+00
1.974100e+00 6.936655e-01 4.836655e-01 1.000000e+00 2.309050e-19 3.848453e-10 -3.305888e-01 -2.284979e-01 2.546486e+00
1.974100e+00 6.936655e-01 4.986655e-01 1.000000e+00 2.396974e-19 3.881077e-10 -3.274092e-01 -2.253182e-01 2.541503e+00
1.974100e+00 6.936655e-01 5.136655e-01 1.000000e+00 2.309050e-19 3.848453e-10 -3.305888e-01 -2.284979e-01 2.546486e+00
1.974100e+00 6.936655e-01 5.286655e-01 1.000000e+00 2.070812e-19 3.753877e-10 -3.398808e-01 -2.377899e-01 2.561226e+00
1.974100e+00 6.936655e-01 5.436655e-01 1.000000e+00 1.744201e-19 3.606311e-10 -3.545758e-01 -2.524849e-01 2.585120e+00
1.974100e+00 6.936655e-01 5.586655e-01 1.000000e+00 1.396615e-19 3.418078e-10 -3.735903e-01 -2.714994e-01 2.617227e+00
1.974100e+00 6.936655e-01 5.736655e-01 1.000000e+00 1.077092e-19 3.202336e-10 -3.955994e-01 -2.935085e-01 2.656346e+00
1.974100e+00 6.936655e-01 5.886655e-01 1.000000e+00 8.097988e-20 2.971223e-10 -4.191949e-01 -3.171040e-01 2.701107e+00
1.974100e+00 6.936655e-01 6.036655e-01 1.000000e+00 5.996050e-20 2.734953e-10 -4.430445e-01 -3.409536e-01 2.750054e+00
1.974100e+00 6.936655e-01 6.186655e-01 1.000000e+00 4.407725e-20 2.501619e-10 -4.660283e-01 -3.639373e-01 2.801717e+00
1.974100e+00 6.936655e-01 6.336655e-01 1.000000e+00 3.236744e-20 2.277319e-10 -4.873265e-01 -3.852356e-01 2.854678e+00
1.974100e+00 6.936655e-01 6.486655e-01 1.000000e+00 2.385479e-20 2.066354e-10 -5.064462e-01 -4.043553e-01 2.907624e+00
1.974100e+00 6.936655e-01 6.636655e-01 1.000000e+00 1.770651e-20 1.871438e-10 -5.231887e-01 -4.210978e-01 2.959402e+00
1.974100e+00 6.936655e-01 6.786655e-01 1.000000e+00 1.327092e-20 1.693953e-10 -5.375801e-01 -4.354892e-01 3.009063e+00
1.974100e+00 6.936655e-01 6.936655e-01 1.000000e+00 1.006262e-20 1.534274e-10 -5.497908e-01 -4.476999e-01 3.055893e+00
1.974100e+00 6.936655e-01 7.086655e-01 1.000000e+00 7.730670e-21 1.392105e-10 -5.600636e-01 -4.579727e-01 3.099429e+00
1.974100e+00 6.936655e-01 7.236655e-01 1.000000e+00 6.025660e-21 1.266776e-10 -5.686632e-01 -4.665723e-01 3.139443e+00
1.974100e+00 6.936655e-01 7.386655e-01 1.000000e+00 4.771820e-21 1.157450e-10 -5.758445e-01 -4.737536e-01 3.175908e+00
1.974100e+00 6.936655e-01 7.536655e-01 1.000000e+00 3.845497e-21 1.063252e-10 -5.818368e-01 -4.797458e-01 3.208942e+00
1.974100e+00 6.936655e-01 7.686655e-01 1.000000e+00 3.159151e-21 9.832759e-11 -5.868378e-01 -4.847469e-01 3.238757e+00
1.974100e+00 6.936655e-01 7.836655e-01 1.000000e+00 2.649038e-21 9.163656e-11 -5.910146e-01 -4.889237e-01 3.265605e+00
1.974100e+00 6.936655e-01 7.986655e-01 1.000000e+00 2.262622e-21 8.600403e-11 -5.945055e-01 -4.924146e-01 3.289745e+00
1.974100e+00 7.086655e-01 1.986655e-01 1.000000e+00 1.769617e-21 7.894420e-11 -6.057607e-01 -5.036698e-01 3.347069e+00
1.974100e+00 7.086655e-01 2.136655e-01 1.000000e+00 2.075682e-21 8.417469e-11 -6.021393e-01 -5.000484e-01 3.321623e+00
1.974100e+00 7.086655e-01 2.286655e-01 1.000000e+00 2.475360e-21 9.029495e-11 -5.978256e-01 -4.957347e-01 3.293230e+00
1.974100e+00 7.086655e-01 2.436655e-01 1.000000e+00 3.008490e-21 9.752902e-11 -5.926823e-01 -4.905914e-01 3.261622e+00
1.974100e+00 7.086655e-01 2.586655e-01 1.000000e+00 3.722430e-21 1.059717e-10 -5.865441e-01 -4.844532e-01 3.226554e+00
1.974100e+00 7.086655e-01 2.736655e-01 1.000000e+00 4.681412e-21 1.156907e-10 -5.792158e-01 -4.771248e-01 3.187844e+00
1.974100e+00 7.086655e-01 2.886655e-01 1.000000e+00 5.975302e-21 1.267500e-10 -5.704719e-01 -4.683810e-01 3.145433e+00
1.974100e+00 7.086655e-01 3.036655e-01 1.000000e+00 7.730670e-21 1.392105e-10 -5.600636e-01 -4.579727e-01 3.099429e+00
1.974100e+00 7.086655e-01 3.186655e-01 1.000000e+00 1.012528e-20 1.531199e-10 -5.477343e-01 -4.456434e-01 3.050154e+00
1.974100e+00 7.086655e-01 3.336655e-01 1.000000e+00 1.340607e-20 1.684930e-10 -5.332515e-01 -4.311606e-01 2.998168e+00
1.974100e+00 7.086655e-01 3.486655e-01 1.000000e+00 1.790908e-20 1.852848e-10 -5.164573e-01 -4.143664e-01 2.944266e+00
1.974100e+00 7.086655e-01 3.636655e-01 1.000000e+00 2.407625e-20 2.033596e-10 -4.973373e-01 -3.952464e-01 2.889454e+00
1.974100e+00 7.086655e-01 3.786655e-01 1.000000e+00 3.245746e-20 2.224651e-10 -4.760986e-01 -3.740077e-01 2.834915e+00
1.974100e+00 7.086655e-01 3.936655e-01 1.000000e+00 4.367413e-20 2.422139e-10 -4.532361e-01 -3.511452e-01 2.781964e+00
1.974100e+00 7.086655e-01 4.086655e-01 1.000000e+00 5.830221e-20 2.620734e-10 -4.295623e-01 -3.274714e-01 2.732005e+00
1.974100e+00 7.086655e-01 4.236655e-01 1.000000e+00 7.661793e-20 2.813579e-10 -4.061810e-01 -3.040901e-01 2.686478e+00
1.974100e+00 7.086655e-01 4.386655e-01 1.000000e+00 9.817092e-20 2.992275e-10 -3.844010e-01 -2.823101e-01 2.646805e+00
1.974100e+00 7.086655e-01 4.536655e-01 1.000000e+00 1.212677e-19 3.147105e-10 -3.656038e-01 -2.635129e-01 2.614317e+00
1.974100e+00 7.086655e-01 4.686655e-01 1.000000e+00 1.426896e-19 3.267764e-10 -3.510874e-01 -2.489965e-01 2.590180e+00
1.974100e+00 7.086655e-01 4.836655e-01 1.000000e+00 1.581638e-19 3.344754e-10 -3.419126e-01 -2.398217e-01 2.575307e+00
1.974100e+00 7.086655e-01 4.986655e-01 1.000000e+00 1.638450e-19 3.371250e-10 -3.387739e-01 -2.366830e-01 2.570282e+00
1.974100e+00 7.086655e-01 5.136655e-01 1.000000e+00 1.581638e-19 3.344754e-10 -3.419126e-01 -2.398217e-01 2.575307e+00
1.974100e+00 7.086655e-01 5.286655e-01 1.000000e+00 1.426896e-19 3.267764e-10 -3.510874e-01 -2.489965e-01 2.590180e+00
1.974100e+00 7.086655e-01 5.436655e-01 1.000000e+00 1.212677e-19 3.147105e-10 -3.656038e-01 -2.635129e-01 2.614317e+00
1.974100e+00 7.086655e-01 5.586655e-01 1.000000e+00 9.817092e-20 2.992275e-10 -3.844010e-01 -2.823101e-01 2.646805e+00
1.974100e+00 7.086655e-01 5.736655e-01 1.000000e+00 7.661793e-20 2.813579e-10 -4.061810e-01 -3.040901e-01 2.686478e+00
1.974100e+00 7.086655e-01 5.886655e-01 1.000000e+00 5.830221e-20 2.620734e-10 -4.295623e-01 -3.274714e-01 2.732005e+00
1.974100e+00 7.086655e-01 6.036655e-01 1.000000e+00 4.367413e-20 2.422139e-10 -4.532361e-01 -3.511452e-01 2.781964e+00
1.974100e+00 7.086655e-01 6.186655e-01 1.000000e+00 3.245746e-20 2.224651e-10 -4.760986e-01 -3.740077e-01 2.834915e+00
1.974100e+00 7.086655e-01 6.336655e-01 1.000000e+00 2.407625e-20 2.033596e-10 -4.973373e-01 -3.952464e-01 2.889454e+00
1.974100e+00 7.086655e-01 6.486655e-01 1.000000e+00 1.790908e-20 1.852848e-10 -5.164573e-01 -4.143664e-01 2.944266e+00
1.974100e+00 7.086655e-01 6.636655e-01 1.000000e+00 1.340607e-20 1.684930e-10 -5.332515e-01 -4.311606e-01 2.998168e+00
1.974100e+00 7.086655e-01 6.786655e-01 1.000000e+00 1.012528e-20 1.531199e-10 -5.477343e-01 -4.456434e-01 3.050154e+00
1.974100e+00 7.086655e-01 6.936655e-01 1.000000e+00 7.730670e-21 1.392105e-10 -5.600636e-01 -4.579727e-01 3.099429e+00
1.974100e+00 7.086655e-01 7.086655e-01 1.000000e+00 5.975302e-21 1.267500e-10 -5.704719e-01 -4.683810e-01 3.145433e+00
1.974100e+00 7.086655e-01 7.236655e-01 1.000000e+00 4.681412e-21 1.156907e-10 -5.792158e-01 -4.771248e-01 3.187844e+00
1.974100e+00 7.086655e-01 7.386655e-01 1.000000e+00 3.722430e-21 1.059717e-10 -5.865441e-01 -4.844532e-01 3.226554e+00
1.974100e+00 7.086655e-01 7.536655e-01 1.000000e+00 3.008490e-21 9.752902e-11 -5.926823e-01 -4.905914e-01 3.261622e+00
1.974100e+00 7.086655e-01 7.686655e-01 1.000000e+00 2.475360e-21 9.029495e-11 -5.978256e-01 -4.957347e-01 3.293230e+00
1.974100e+00 7.086655e-01 7.836655e-01 1.000000e+00 2.075682e-21 8.417469e-11 -6.021393e-01 -5.000484e-01 3.321623e+00
1.974100e+00 7.086655e-01 7.986655e-01 1.000000e+00 1.769617e-21 7.894420e-11 -6.057607e-01 -5.036698e-01 3.347069e+00
1.974100e+00 7.236655e-01 1.986655e-01 1.000000e+00 1.400982e-21 7.263483e-11 -6.153872e-01 -5.132963e-01 3.401371e+00
1.974100e+00 7.236655e-01 2.136655e-01 1.000000e+00 1.645940e-21 7.748552e-11 -6.116319e-01 -5.095410e-01 3.374472e+00
1.974100e+00 7.236655e-01 2.286655e-01 1.000000e+00 1.962745e-21 8.308456e-11 -6.071769e-01 -5.050860e-01 3.344390e+00
1.974100e+00 7.236655e-01 2.436655e-01 1.000000e+00 2.382076e-21 8.963581e-11 -6.018858e-01 -4.997949e-01 3.310859e+00
1.974100e+00 7.236655e-01 2.586655e-01 1.000000e+00 2.939764e-21 9.721899e-11 -5.955952e-01 -4.935043e-01 3.273656e+00
1.974100e+00 7.236655e-01 2.736655e-01 1.000000e+00 3.683931e-21 1.058873e-10 -5.881122e-01 -4.860213e-01 3.232648e+00
1.974100e+00 7.236655e-01 2.886655e-01 1.000000e+00 4.681412e-21 1.156907e-10 -5.792158e-01 -4.771248e-01 3.187844e+00
1.974100e+00 7.236655e-01 3.036655e-01 1.000000e+00 6.025660e-21 1.266776e-10 -5.686632e-01 -4.665723e-01 3.139443e+00
1.974100e+00 7.236655e-01 3.186655e-01 1.000000e+00 7.846763e-21 1.388853e-10 -5.562071e-01 -4.541162e-01 3.087858e+00
1.974100e+00 7.236655e-01 3.336655e-01 1.000000e+00 1.032336e-20 1.523214e-10 -5.416265e-01 -4.395356e-01 3.033732e+00
1.974100e+00 7.236655e-01 3.486655e-01 1.000000e+00 1.369495e-20 1.669378e-10 -5.247767e-01 -4.226858e-01 2.977923e+00
1.974100e+00 7.236655e-01 3.636655e-01 1.000000e+00 1.827054e-20 1.826046e-10 -5.056563e-01 -4.035654e-01 2.921474e+00
1.974100e+00 7.236655e-01 3.786655e-01 1.000000e+00 2.442527e-20 1.990878e-10 -4.844814e-01 -3.823905e-01 2.865579e+00
1.974100e+00 7.236655e-01 3.936655e-01 1.000000e+00 3.256853e-20 2.160382e-10 -4.617485e-01 -3.596576e-01 2.811545e+00
1.974100e+00 7.236655e-01 4.086655e-01 1.000000e+00 4.305658e-20 2.329868e-10 -4.382624e-01 -3.361715e-01 2.760752e+00
1.974100e+00 7.236655e-01 4.236655e-01 1.000000e+00 5.601582e-20 2.493451e-10 -4.151091e-01 -3.130182e-01 2.714608e+00
1.974100e+00 7.236655e-01 4.386655e-01 1.000000e+00 7.106208e-20 2.644101e-10 -3.935724e-01 -2.914815e-01 2.674498e+00
1.974100e+00 7.236655e-01 4.536655e-01 1.000000e+00 8.698106e-20 2.773870e-10 -3.750050e-01 -2.729141e-01 2.641718e+00
1.974100e+00 7.236655e-01 4.686655e-01 1.000000e+00 1.015825e-19 2.874493e-10 -3.606770e-01 -2.585861e-01 2.617400e+00
1.974100e+00 7.236655e-01 4.836655e-01 1.000000e+00 1.120430e-19 2.938462e-10 -3.516258e-01 -2.495349e-01 2.602430e+00
1.974100e+00 7.236655e-01 4.986655e-01 1.000000e+00 1.158665e-19 2.960433e-10 -3.485300e-01 -2.464391e-01 2.597375e+00
1.974100e+00 7.236655e-01 5.136655e-01 1.000000e+00 1.120430e-19 2.938462e-10 -3.516258e-01 -2.495349e-01 2.602430e+00
1.974100e+00 7.236655e-01 5.286655e-01 1.000000e+00 1.015825e-19 2.874493e-10 -3.606770e-01 -2.585861e-01 2.617400e+00
1.974100e+00 7.236655e-01 5.436655e-01 1.000000e+00 8.698106e-20 2.773870e-10 -3.750050e-01 -2.729141e-01 2.641718e+00
1.974100e+00 7.236655e-01 5.586655e-01 1.000000e+00 7.106208e-20 2.644101e-10 -3.935724e-01 -2.914815e-01 2.674498e+00
1.974100e+00 7.236655e-01 5.736655e-01 1.000000e+00 5.601582e-20 2.493451e-10 -4.151091e-01 -3.130182e-01 2.714608e+00
1.974100e+00 7.236655e-01 5.886655e-01 1.000000e+00 4.305658e-20 2.329868e-10 -4.382624e-01 -3.361715e-01 2.760752e+00
1.974100e+00 7.236655e-01 6.036655e-01 1.000000e+00 3.256853e-20 2.160382e-10 -4.617485e-01 -3.596576e-01 2.811545e+00
1.974100e+00 7.236655e-01 6.186655e-01 1.000000e+00 2.442527e-20 1.990878e-10 -4.844814e-01 -3.823905e-01 2.865579e+00
1.974100e+00 7.236655e-01 6.336655e-01 1.000000e+00 1.827054e-20 1.826046e-10 -5.056563e-01 -4.035654e-01 2.921474e+00
1.974100e+00 7.236655e-01 6.486655e-01 1.000000e+00 1.369495e-20 1.669378e-10 -5.247767e-01 -4.226858e-01 2.977923e+00
