# MAPbI3 n=3 superfluid scan | Eg=2.178282 eV  Ex=1.991594 eV  binding=186.7 meV | density n = G_DEG * INT d2k/(2pi)^2 f_c (Kramers degeneracy G_DEG=2)
# target_n=3.200e+12 cm^-2  n=3.194282e+12 cm^-2  dmu=2.019100 eV  inverted
# kx_invA  omega_eV  A_kw
2.250000e-01 -5.182788e-01 8.688169e-01
2.400000e-01 -5.182788e-01 9.232881e-01
2.550000e-01 -5.182788e-01 9.737826e-01
2.700000e-01 -5.182788e-01 1.020031e+00
2.850000e-01 -5.182788e-01 1.061891e+00
3.000000e-01 -5.182788e-01 1.099325e+00
-3.000000e-01 -5.046145e-01 1.222998e+00
-2.850000e-01 -5.046145e-01 1.179331e+00
-2.700000e-01 -5.046145e-01 1.130622e+00
-2.550000e-01 -5.046145e-01 1.076961e+00
-2.400000e-01 -5.046145e-01 1.018563e+00
-2.250000e-01 -5.046145e-01 9.557974e-01
-2.100000e-01 -5.046145e-01 8.892297e-01
-1.950000e-01 -5.046145e-01 8.196830e-01
-1.800000e-01 -5.046145e-01 7.482710e-01
-1.650000e-01 -5.046145e-01 6.763905e-01
-1.500000e-01 -5.046145e-01 6.056465e-01
-1.350000e-01 -5.046145e-01 5.376959e-01
-1.200000e-01 -5.046145e-01 4.739993e-01
-1.050000e-01 -5.046145e-01 4.154654e-01
-9.000000e-02 -5.046145e-01 3.619313e-01
-7.500000e-02 -5.046145e-01 3.115124e-01
-6.000000e-02 -5.046145e-01 2.611543e-01
-4.500000e-02 -5.046145e-01 2.120505e-01
-3.000000e-02 -5.046145e-01 1.731887e-01
-1.500000e-02 -5.046145e-01 1.505959e-01
5.551115e-17 -5.046145e-01 1.434677e-01
1.500000e-02 -5.046145e-01 1.505959e-01
3.000000e-02 -5.046145e-01 1.731887e-01
4.500000e-02 -5.046145e-01 2.120505e-01
6.000000e-02 -5.046145e-01 2.611543e-01
7.500000e-02 -5.046145e-01 3.115124e-01
9.000000e-02 -5.046145e-01 3.619313e-01
1.050000e-01 -5.046145e-01 4.154654e-01
1.200000e-01 -5.046145e-01 4.739993e-01
1.350000e-01 -5.046145e-01 5.376959e-01
1.500000e-01 -5.046145e-01 6.056465e-01
1.650000e-01 -5.046145e-01 6.763905e-01
1.800000e-01 -5.046145e-01 7.482710e-01
1.950000e-01 -5.046145e-01 8.196830e-01
2.100000e-01 -5.046145e-01 8.892297e-01
2.250000e-01 -5.046145e-01 9.557974e-01
2.400000e-01 -5.046145e-01 1.018563e+00
2.550000e-01 -5.046145e-01 1.076961e+00
2.700000e-01 -5.046145e-01 1.130622e+00
2.850000e-01 -5.046145e-01 1.179331e+00
3.000000e-01 -5.046145e-01 1.222998e+00
-3.000000e-01 -4.909502e-01 1.367967e+00
-2.850000e-01 -4.909502e-01 1.316662e+00
-2.700000e-01 -4.909502e-01 1.259587e+00
-2.550000e-01 -4.909502e-01 1.196902e+00
-2.400000e-01 -4.909502e-01 1.128923e+00
-2.250000e-01 -4.909502e-01 1.056145e+00
-2.100000e-01 -4.909502e-01 9.792990e-01
-1.950000e-01 -4.909502e-01 8.994058e-01
-1.800000e-01 -4.909502e-01 8.178091e-01
-1.650000e-01 -4.909502e-01 7.361536e-01
-1.500000e-01 -4.909502e-01 6.562877e-01
-1.350000e-01 -4.909502e-01 5.800781e-01
-1.200000e-01 -4.909502e-01 5.091315e-01
-1.050000e-01 -4.909502e-01 4.444141e-01
-9.000000e-02 -4.909502e-01 3.857134e-01
-7.500000e-02 -4.909502e-01 3.309750e-01
-6.000000e-02 -4.909502e-01 2.768995e-01
-4.500000e-02 -4.909502e-01 2.246254e-01
-3.000000e-02 -4.909502e-01 1.834461e-01
