# MAPbI3 n=3 superfluid scan | Eg=2.178282 eV  Ex=1.991594 eV  binding=186.7 meV | density n = G_DEG * INT d2k/(2pi)^2 f_c (Kramers degeneracy G_DEG=2)
# target_n=2.000e+12 cm^-2  n=2.075821e+12 cm^-2  dmu=2.009100 eV  BEC
# kx_invA  omega_eV  A_kw
2.700000e-01 -5.456073e-01 8.461106e-01
2.850000e-01 -5.456073e-01 8.774914e-01
3.000000e-01 -5.456073e-01 9.055158e-01
-3.000000e-01 -5.319431e-01 9.980477e-01
-2.850000e-01 -5.319431e-01 9.657648e-01
-2.700000e-01 -5.319431e-01 9.296930e-01
-2.550000e-01 -5.319431e-01 8.898089e-01
-2.400000e-01 -5.319431e-01 8.461710e-01
-2.250000e-01 -5.319431e-01 7.989477e-01
-2.100000e-01 -5.319431e-01 7.484618e-01
-1.950000e-01 -5.319431e-01 6.952408e-01
-1.800000e-01 -5.319431e-01 6.400538e-01
-1.650000e-01 -5.319431e-01 5.839208e-01
-1.500000e-01 -5.319431e-01 5.280767e-01
-1.350000e-01 -5.319431e-01 4.738717e-01
-1.200000e-01 -5.319431e-01 4.226017e-01
-1.050000e-01 -5.319431e-01 3.752667e-01
-9.000000e-02 -5.319431e-01 3.322410e-01
-7.500000e-02 -5.319431e-01 2.928382e-01
-6.000000e-02 -5.319431e-01 2.551226e-01
-4.500000e-02 -5.319431e-01 2.178221e-01
-3.000000e-02 -5.319431e-01 1.848026e-01
-1.500000e-02 -5.319431e-01 1.630463e-01
5.551115e-17 -5.319431e-01 1.557073e-01
1.500000e-02 -5.319431e-01 1.630463e-01
3.000000e-02 -5.319431e-01 1.848026e-01
4.500000e-02 -5.319431e-01 2.178221e-01
6.000000e-02 -5.319431e-01 2.551226e-01
7.500000e-02 -5.319431e-01 2.928382e-01
9.000000e-02 -5.319431e-01 3.322410e-01
1.050000e-01 -5.319431e-01 3.752667e-01
1.200000e-01 -5.319431e-01 4.226017e-01
